row_index,gene_id,gene_symbol,uniprot_accession,label,sequence_clean_length,n_windows,window_size,stride,representation
655,ENSG00000092621,PHGDH,O43175,1,533,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
656,ENSG00000227268,KLLN,B2CW77,1,178,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
657,ENSG00000149716,LTO1,Q8WV07,1,137,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
658,ENSG00000112640,PPP2R5D,Q14738,0,602,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
659,ENSG00000184983,NDUFA6,P56556,1,128,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
660,ENSG00000105726,ATP13A1,Q9HD20,0,1204,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
661,ENSG00000244607,CCDC13,Q8IYE1,0,715,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
662,ENSG00000287363,CIMIP3,X6R8D5,0,112,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
663,ENSG00000169344,UMOD,P07911,1,640,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
664,ENSG00000241878,PISD,Q9UG56,1,409,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
665,ENSG00000165626,BEND7,Q8N7W2,1,413,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
666,ENSG00000176697,BDNF,P23560,1,247,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
667,ENSG00000169857,AVEN,Q9NQS1,0,362,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
668,ENSG00000170234,PWWP2A,Q96N64,0,755,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
669,ENSG00000196131,VN1R2,Q8NFZ6,0,395,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
670,ENSG00000159199,ATP5MC1,P05496,1,136,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
671,ENSG00000053254,FOXN3,O00409,1,490,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
672,ENSG00000003393,ALS2,Q96Q42,0,1657,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
673,ENSG00000089250,NOS1,P29475,1,1434,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
674,ENSG00000173239,LIPM,Q5VYY2,0,423,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
675,ENSG00000131724,IL13RA1,P78552,1,427,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
676,ENSG00000161682,FAM171A2,A8MVW0,0,826,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
677,ENSG00000156802,ATAD2,Q6PL18,0,1390,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
678,ENSG00000159714,ZDHHC1,Q8WTX9,0,485,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
679,ENSG00000137872,SEMA6D,Q8NFY4,0,1073,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
680,ENSG00000196683,TOMM7,Q9P0U1,1,55,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
681,ENSG00000132842,AP3B1,O00203,1,1094,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
682,ENSG00000147684,NDUFB9,Q9Y6M9,1,179,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
683,ENSG00000224578,HNRNPA1L3,A0A2R8Y4L2,0,320,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
684,ENSG00000204851,PNMA8B,Q9ULN7,0,635,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
685,ENSG00000075420,FNDC3B,Q53EP0,1,1204,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
686,ENSG00000160194,NDUFV3,P56181,1,108,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
687,ENSG00000139718,SETD1B,Q9UPS6,0,1966,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
688,ENSG00000139880,CDH24,Q86UP0,0,819,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
689,ENSG00000166881,NEMP1,O14524,0,444,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
690,ENSG00000147883,CDKN2B,P42772,1,138,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
691,ENSG00000268235,TCP11X1,B4DZS4,0,502,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
692,ENSG00000101052,IFT52,Q9Y366,1,437,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
693,ENSG00000162104,ADCY9,O60503,1,1353,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
694,ENSG00000128609,NDUFA5,Q16718,1,116,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
695,ENSG00000198131,ZNF544,Q6NX49,0,715,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
696,ENSG00000137571,SLCO5A1,Q9H2Y9,0,848,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
697,ENSG00000145431,PDGFC,Q9NRA1,1,345,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
698,ENSG00000122257,RBBP6,Q7Z6E9,0,1792,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
699,ENSG00000069493,CLEC2D,Q9UHP7,0,191,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
700,ENSG00000106328,FSCN3,Q9NQT6,1,498,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
701,ENSG00000143340,FAM163A,Q96GL9,0,167,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
702,ENSG00000146166,LGSN,Q5TDP6,1,509,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
703,ENSG00000213445,SIPA1,Q96FS4,1,1042,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
704,ENSG00000110066,KMT5B,Q4FZB7,0,885,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
705,ENSG00000151131,NOPCHAP1,Q8N5I9,0,185,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
706,ENSG00000150593,PDCD4,Q53EL6,1,469,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
707,ENSG00000157734,SNX22,Q96L94,0,193,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
708,ENSG00000141965,FEM1A,Q9BSK4,0,669,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
709,ENSG00000160447,PKN3,Q6P5Z2,0,889,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
710,ENSG00000118257,NRP2,O60462,1,931,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
711,ENSG00000086232,EIF2AK1,Q9BQI3,0,630,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
712,ENSG00000185453,ZSWIM9,Q86XI8,0,627,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
713,ENSG00000110871,COQ5,Q5HYK3,0,327,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
714,ENSG00000151445,VIPAS39,Q9H9C1,0,493,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
715,ENSG00000064703,DDX20,Q9UHI6,1,824,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
716,ENSG00000253953,PCDHGB4,Q9UN71,0,923,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
717,ENSG00000162631,NTNG1,Q9Y2I2,1,539,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
718,ENSG00000036828,CASR,P41180,1,1078,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
719,ENSG00000172766,NAA16,Q6N069,0,864,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
720,ENSG00000112787,FBRSL1,Q9HCM7,1,1045,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
721,ENSG00000179361,ARID3B,Q8IVW6,0,561,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
722,ENSG00000165392,WRN,Q14191,1,1432,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
723,ENSG00000177414,UBE2U,Q5VVX9,0,321,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
724,ENSG00000204634,TBC1D8,O95759,0,1140,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
725,ENSG00000186075,ZPBP2,Q6X784,0,338,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
726,ENSG00000187537,POTEG,Q6S5H5,0,508,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
727,ENSG00000204514,ZNF814,B7Z6K7,0,855,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
728,ENSG00000018625,ATP1A2,P50993,1,1020,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
729,ENSG00000115286,NDUFS7,O75251,1,213,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
730,ENSG00000076826,CAMSAP3,Q9P1Y5,0,1249,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
731,ENSG00000184640,SEPTIN9,Q9UHD8,1,586,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
732,ENSG00000151276,MAGI1,Q96QZ7,1,1491,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
733,ENSG00000103811,CTSH,P09668,1,335,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
734,ENSG00000120008,WDR11,Q9BZH6,1,1224,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
735,ENSG00000138760,SCARB2,Q14108,1,478,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
736,ENSG00000267680,ZNF224,Q9NZL3,0,707,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
737,ENSG00000152969,JAKMIP1,Q96N16,1,626,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
738,ENSG00000091831,ESR1,P03372,1,595,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
739,ENSG00000107201,RIGI,O95786,1,925,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
740,ENSG00000064651,SLC12A2,P55011,1,1212,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
741,ENSG00000147596,PRDM14,Q9GZV8,1,571,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
742,ENSG00000134460,IL2RA,P01589,1,272,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
743,ENSG00000134153,EMC7,Q9NPA0,0,242,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
744,ENSG00000060069,CTDP1,Q9Y5B0,0,961,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
745,ENSG00000186889,TMEM17,Q86X19,1,198,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
746,ENSG00000133812,SBF2,Q86WG5,1,1849,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
747,ENSG00000148399,DPH7,Q9BTV6,0,452,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
748,ENSG00000157837,SPPL3,Q8TCT6,1,384,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
749,ENSG00000173838,MARCHF10,Q8NA82,0,808,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
750,ENSG00000109182,CWH43,Q9H720,1,699,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
751,ENSG00000125733,TRIP10,Q15642,0,601,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
752,ENSG00000136997,MYC,P01106,1,454,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
753,ENSG00000135253,KCP,Q6ZWJ8,0,1568,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
754,ENSG00000001626,CFTR,P13569,1,1480,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
755,ENSG00000214309,MBLAC1,A4D2B0,0,266,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
756,ENSG00000145730,PAM,P19021,1,973,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
757,ENSG00000132972,RNF17,Q9BXT8,0,1623,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
758,ENSG00000234409,CCDC188,H7C350,0,402,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
759,ENSG00000110077,MS4A6A,Q9H2W1,0,248,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
760,ENSG00000064205,CCN5,O76076,1,250,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
761,ENSG00000182359,KBTBD3,Q8NAB2,0,612,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
762,ENSG00000165521,EML5,Q05BV3,1,1969,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
763,ENSG00000095587,TLL2,Q9Y6L7,0,1015,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
764,ENSG00000106331,PAX4,O43316,1,350,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
765,ENSG00000197355,UAP1L1,Q3KQV9,0,507,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
766,ENSG00000172995,ARPP21,Q9UBL0,1,812,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
767,ENSG00000132259,CNGA4,Q8IV77,0,575,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
768,ENSG00000143847,PPFIA4,O75335,0,1185,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
769,ENSG00000016490,CLCA1,A8K7I4,0,914,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
770,ENSG00000091986,CCDC80,Q76M96,0,950,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
771,ENSG00000196284,SUPT3H,O75486,0,317,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
772,ENSG00000165164,CFAP47,Q6ZTR5,0,3187,4,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
773,ENSG00000154144,TBRG1,Q3YBR2,0,411,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
774,ENSG00000151883,PARP8,Q8N3A8,1,854,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
775,ENSG00000129450,SIGLEC9,Q9Y336,0,463,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
776,ENSG00000250305,TRMT9B,Q9P272,1,454,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
777,ENSG00000135540,NHSL1,Q5SYE7,1,1610,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
778,ENSG00000140961,OSGIN1,Q9UJX0,1,477,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
779,ENSG00000086758,HUWE1,Q7Z6Z7,1,4374,5,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
780,ENSG00000090539,CHRD,Q9H2X0,0,955,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
781,ENSG00000221818,EBF2,Q9HAK2,1,575,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
782,ENSG00000131495,NDUFA2,O43678,1,99,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
783,ENSG00000132846,ZBED3,Q96IU2,1,234,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
784,ENSG00000196700,ZNF512B,Q96KM6,0,892,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
785,ENSG00000185920,PTCH1,Q13635,1,1447,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
786,ENSG00000162441,LZIC,Q8WZA0,0,190,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
787,ENSG00000154832,CXXC1,Q9P0U4,0,656,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
788,ENSG00000002726,AOC1,P19801,1,751,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
789,ENSG00000189144,ZNF573,Q86YE8,0,665,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
790,ENSG00000173013,CFAP184,Q2M329,0,555,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
791,ENSG00000175893,ZDHHC21,Q8IVQ6,0,265,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
792,ENSG00000021762,OSBPL5,Q9H0X9,0,879,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
793,ENSG00000157150,TIMP4,Q99727,1,224,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
794,ENSG00000174173,TRMT10C,Q7L0Y3,0,403,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
795,ENSG00000127663,KDM4B,O94953,1,1096,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
796,ENSG00000168491,CCDC110,Q8TBZ0,0,833,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
797,ENSG00000171634,BPTF,Q12830,1,3046,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
798,ENSG00000108175,ZMIZ1,Q9ULJ6,1,1067,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
799,ENSG00000135723,FHOD1,Q9Y613,0,1164,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
800,ENSG00000141665,FBXO15,Q8NCQ5,0,510,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
801,ENSG00000116668,SWT1,Q5T5J6,0,900,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
802,ENSG00000123609,NMI,Q13287,1,307,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
803,ENSG00000185104,FAF1,Q9UNN5,1,650,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
804,ENSG00000169903,TM4SF4,P48230,1,202,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
805,ENSG00000133116,KL,Q9UEF7,1,1012,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
806,ENSG00000214300,SPDYE3,A6NKU9,0,549,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
807,ENSG00000164045,CDC25A,P30304,1,524,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
808,ENSG00000075643,MOCOS,Q96EN8,0,888,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
809,ENSG00000035499,DEPDC1B,Q8WUY9,0,529,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
810,ENSG00000235106,BRD3OS,A0A1B0GUI7,1,84,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
811,ENSG00000074211,PPP2R2C,Q9Y2T4,1,447,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
812,ENSG00000010310,GIPR,P48546,1,466,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
813,ENSG00000096996,IL12RB1,P42701,0,662,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
814,ENSG00000168275,COA6,Q5JTJ3,0,125,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
815,ENSG00000130720,FIBCD1,Q8N539,1,461,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
816,ENSG00000054803,CBLN4,Q9NTU7,1,201,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
817,ENSG00000148429,USP6NL,Q92738,0,828,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
818,ENSG00000090402,SI,P14410,1,1827,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
819,ENSG00000132329,RAMP1,O60894,1,148,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
820,ENSG00000180176,TH,P07101,1,528,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
821,ENSG00000187416,LHFPL3,Q86UP9,1,236,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
822,ENSG00000134250,NOTCH2,Q04721,1,2471,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
823,ENSG00000183644,HOATZ,Q6PI97,0,169,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
824,ENSG00000074370,ATP2A3,Q93084,1,999,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
825,ENSG00000153214,TMEM87B,Q96K49,1,555,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
826,ENSG00000100485,SOS2,Q07890,1,1332,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
827,ENSG00000137809,ITGA11,Q9UKX5,1,1188,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
828,ENSG00000128313,APOL5,Q9BWW9,0,433,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
829,ENSG00000113360,DROSHA,Q9NRR4,0,1374,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
830,ENSG00000174327,SLC16A13,Q7RTY0,1,426,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
831,ENSG00000134640,MTNR1B,P49286,1,362,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
832,ENSG00000141424,SLC39A6,Q13433,0,755,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
833,ENSG00000169313,P2RY12,Q9H244,1,342,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
834,ENSG00000110436,SLC1A2,P43004,1,574,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
835,ENSG00000154262,ABCA6,Q8N139,0,1617,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
836,ENSG00000105738,SIPA1L3,O60292,0,1781,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
837,ENSG00000135100,HNF1A,P20823,1,631,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
838,ENSG00000179195,ZNF664,Q8N3J9,1,261,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
839,ENSG00000132446,FTHL17,Q9BXU8,0,183,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
840,ENSG00000095015,MAP3K1,Q13233,1,1512,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
841,ENSG00000197779,ZNF81,P51508,0,661,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
842,ENSG00000160360,GPSM1,Q86YR5,1,675,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
843,ENSG00000198865,CCDC152,Q4G0S7,0,254,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
844,ENSG00000169744,LDB2,O43679,1,373,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
845,ENSG00000172260,NEGR1,Q7Z3B1,1,354,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
846,ENSG00000103540,CCP110,O43303,0,1012,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
847,ENSG00000188483,IER5L,Q5T953,0,404,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
848,ENSG00000116819,TFAP2E,Q6VUC0,0,442,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
849,ENSG00000198837,DENND4B,O75064,0,1496,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
850,ENSG00000276040,SPATA31A7,Q8IWB4,0,1347,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
851,ENSG00000101333,PLCB4,Q15147,0,1175,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
852,ENSG00000116678,LEPR,P48357,1,1165,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
853,ENSG00000119421,NDUFA8,P51970,1,172,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
854,ENSG00000073756,PTGS2,P35354,1,604,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
855,ENSG00000276581,SPATA31A5,Q5VU36,0,1347,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
856,ENSG00000160563,MED27,Q6P2C8,1,311,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
857,ENSG00000198890,PRMT6,Q96LA8,1,375,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
858,ENSG00000162377,COA7,Q96BR5,0,231,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
859,ENSG00000102572,STK24,Q9Y6E0,1,443,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
860,ENSG00000002822,MAD1L1,Q9Y6D9,1,718,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
861,ENSG00000196684,HSH2D,Q96JZ2,0,352,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
862,ENSG00000171133,OR2K2,Q8NGT1,0,316,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
863,ENSG00000078674,PCM1,Q15154,1,2024,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
864,ENSG00000184384,MAML2,Q8IZL2,1,1156,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
865,ENSG00000215644,GCGR,P47871,1,477,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
866,ENSG00000133195,SLC39A11,Q8N1S5,1,342,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
867,ENSG00000258890,CEP95,Q96GE4,0,821,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
868,ENSG00000111252,SH2B3,Q9UQQ2,1,575,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
869,ENSG00000160072,ATAD3B,Q5T9A4,0,648,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
870,ENSG00000128482,RNF112,Q9ULX5,0,631,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
871,ENSG00000196570,PFN3,P60673,0,137,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
872,ENSG00000213949,ITGA1,P56199,1,1179,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
