top_n,permutation,theme,random_count,random_fraction
100,609,pancreatic_development,1,0.01
100,609,lipid_metabolism,1,0.01
100,609,known_t2d_gwas_or_monogenic,5,0.05
100,610,insulin_signalling,0,0.0
100,610,glucose_metabolism,0,0.0
100,610,beta_cell_biology,4,0.04
100,610,mitochondrial_function,3,0.03
100,610,oxidative_phosphorylation,3,0.03
100,610,pancreatic_development,2,0.02
100,610,lipid_metabolism,0,0.0
100,610,known_t2d_gwas_or_monogenic,5,0.05
100,611,insulin_signalling,0,0.0
100,611,glucose_metabolism,1,0.01
100,611,beta_cell_biology,3,0.03
100,611,mitochondrial_function,5,0.05
100,611,oxidative_phosphorylation,5,0.05
100,611,pancreatic_development,0,0.0
100,611,lipid_metabolism,0,0.0
100,611,known_t2d_gwas_or_monogenic,6,0.06
100,612,insulin_signalling,0,0.0
100,612,glucose_metabolism,1,0.01
100,612,beta_cell_biology,4,0.04
100,612,mitochondrial_function,6,0.06
100,612,oxidative_phosphorylation,6,0.06
100,612,pancreatic_development,1,0.01
100,612,lipid_metabolism,0,0.0
100,612,known_t2d_gwas_or_monogenic,5,0.05
100,613,insulin_signalling,0,0.0
100,613,glucose_metabolism,2,0.02
100,613,beta_cell_biology,5,0.05
100,613,mitochondrial_function,3,0.03
100,613,oxidative_phosphorylation,3,0.03
100,613,pancreatic_development,2,0.02
100,613,lipid_metabolism,1,0.01
100,613,known_t2d_gwas_or_monogenic,6,0.06
100,614,insulin_signalling,0,0.0
100,614,glucose_metabolism,0,0.0
100,614,beta_cell_biology,4,0.04
100,614,mitochondrial_function,5,0.05
100,614,oxidative_phosphorylation,5,0.05
100,614,pancreatic_development,1,0.01
100,614,lipid_metabolism,1,0.01
100,614,known_t2d_gwas_or_monogenic,3,0.03
100,615,insulin_signalling,0,0.0
100,615,glucose_metabolism,2,0.02
100,615,beta_cell_biology,6,0.06
100,615,mitochondrial_function,5,0.05
100,615,oxidative_phosphorylation,5,0.05
100,615,pancreatic_development,3,0.03
100,615,lipid_metabolism,0,0.0
100,615,known_t2d_gwas_or_monogenic,6,0.06
100,616,insulin_signalling,1,0.01
100,616,glucose_metabolism,1,0.01
100,616,beta_cell_biology,4,0.04
100,616,mitochondrial_function,3,0.03
100,616,oxidative_phosphorylation,3,0.03
100,616,pancreatic_development,2,0.02
100,616,lipid_metabolism,0,0.0
100,616,known_t2d_gwas_or_monogenic,8,0.08
100,617,insulin_signalling,0,0.0
100,617,glucose_metabolism,1,0.01
100,617,beta_cell_biology,7,0.07
100,617,mitochondrial_function,3,0.03
100,617,oxidative_phosphorylation,3,0.03
100,617,pancreatic_development,4,0.04
100,617,lipid_metabolism,1,0.01
100,617,known_t2d_gwas_or_monogenic,9,0.09
100,618,insulin_signalling,0,0.0
100,618,glucose_metabolism,0,0.0
100,618,beta_cell_biology,3,0.03
100,618,mitochondrial_function,6,0.06
100,618,oxidative_phosphorylation,6,0.06
100,618,pancreatic_development,2,0.02
100,618,lipid_metabolism,0,0.0
100,618,known_t2d_gwas_or_monogenic,4,0.04
100,619,insulin_signalling,0,0.0
100,619,glucose_metabolism,1,0.01
100,619,beta_cell_biology,3,0.03
100,619,mitochondrial_function,2,0.02
100,619,oxidative_phosphorylation,2,0.02
100,619,pancreatic_development,1,0.01
100,619,lipid_metabolism,0,0.0
100,619,known_t2d_gwas_or_monogenic,4,0.04
100,620,insulin_signalling,0,0.0
100,620,glucose_metabolism,1,0.01
100,620,beta_cell_biology,5,0.05
100,620,mitochondrial_function,4,0.04
100,620,oxidative_phosphorylation,4,0.04
100,620,pancreatic_development,2,0.02
100,620,lipid_metabolism,0,0.0
100,620,known_t2d_gwas_or_monogenic,8,0.08
100,621,insulin_signalling,1,0.01
100,621,glucose_metabolism,1,0.01
100,621,beta_cell_biology,4,0.04
100,621,mitochondrial_function,3,0.03
100,621,oxidative_phosphorylation,3,0.03
100,621,pancreatic_development,2,0.02
100,621,lipid_metabolism,0,0.0
100,621,known_t2d_gwas_or_monogenic,5,0.05
100,622,insulin_signalling,1,0.01
100,622,glucose_metabolism,1,0.01
100,622,beta_cell_biology,4,0.04
100,622,mitochondrial_function,1,0.01
100,622,oxidative_phosphorylation,1,0.01
100,622,pancreatic_development,2,0.02
100,622,lipid_metabolism,0,0.0
100,622,known_t2d_gwas_or_monogenic,6,0.06
100,623,insulin_signalling,0,0.0
100,623,glucose_metabolism,1,0.01
100,623,beta_cell_biology,2,0.02
100,623,mitochondrial_function,4,0.04
100,623,oxidative_phosphorylation,4,0.04
100,623,pancreatic_development,1,0.01
100,623,lipid_metabolism,0,0.0
100,623,known_t2d_gwas_or_monogenic,6,0.06
100,624,insulin_signalling,0,0.0
100,624,glucose_metabolism,2,0.02
100,624,beta_cell_biology,5,0.05
100,624,mitochondrial_function,4,0.04
100,624,oxidative_phosphorylation,4,0.04
100,624,pancreatic_development,3,0.03
100,624,lipid_metabolism,1,0.01
100,624,known_t2d_gwas_or_monogenic,5,0.05
100,625,insulin_signalling,1,0.01
100,625,glucose_metabolism,1,0.01
100,625,beta_cell_biology,4,0.04
100,625,mitochondrial_function,4,0.04
100,625,oxidative_phosphorylation,4,0.04
100,625,pancreatic_development,3,0.03
100,625,lipid_metabolism,0,0.0
100,625,known_t2d_gwas_or_monogenic,5,0.05
100,626,insulin_signalling,0,0.0
100,626,glucose_metabolism,0,0.0
100,626,beta_cell_biology,4,0.04
100,626,mitochondrial_function,4,0.04
100,626,oxidative_phosphorylation,4,0.04
100,626,pancreatic_development,0,0.0
100,626,lipid_metabolism,0,0.0
100,626,known_t2d_gwas_or_monogenic,4,0.04
100,627,insulin_signalling,0,0.0
100,627,glucose_metabolism,1,0.01
100,627,beta_cell_biology,4,0.04
100,627,mitochondrial_function,2,0.02
100,627,oxidative_phosphorylation,2,0.02
100,627,pancreatic_development,3,0.03
100,627,lipid_metabolism,0,0.0
100,627,known_t2d_gwas_or_monogenic,6,0.06
100,628,insulin_signalling,1,0.01
100,628,glucose_metabolism,1,0.01
100,628,beta_cell_biology,5,0.05
100,628,mitochondrial_function,3,0.03
100,628,oxidative_phosphorylation,3,0.03
100,628,pancreatic_development,3,0.03
100,628,lipid_metabolism,0,0.0
100,628,known_t2d_gwas_or_monogenic,6,0.06
100,629,insulin_signalling,0,0.0
100,629,glucose_metabolism,1,0.01
100,629,beta_cell_biology,5,0.05
100,629,mitochondrial_function,4,0.04
100,629,oxidative_phosphorylation,4,0.04
100,629,pancreatic_development,2,0.02
100,629,lipid_metabolism,1,0.01
100,629,known_t2d_gwas_or_monogenic,6,0.06
100,630,insulin_signalling,0,0.0
100,630,glucose_metabolism,2,0.02
100,630,beta_cell_biology,3,0.03
100,630,mitochondrial_function,3,0.03
100,630,oxidative_phosphorylation,3,0.03
100,630,pancreatic_development,1,0.01
100,630,lipid_metabolism,1,0.01
100,630,known_t2d_gwas_or_monogenic,5,0.05
100,631,insulin_signalling,1,0.01
100,631,glucose_metabolism,0,0.0
100,631,beta_cell_biology,5,0.05
100,631,mitochondrial_function,6,0.06
100,631,oxidative_phosphorylation,6,0.06
100,631,pancreatic_development,2,0.02
100,631,lipid_metabolism,1,0.01
100,631,known_t2d_gwas_or_monogenic,8,0.08
100,632,insulin_signalling,0,0.0
100,632,glucose_metabolism,0,0.0
100,632,beta_cell_biology,3,0.03
100,632,mitochondrial_function,5,0.05
100,632,oxidative_phosphorylation,5,0.05
100,632,pancreatic_development,1,0.01
100,632,lipid_metabolism,0,0.0
100,632,known_t2d_gwas_or_monogenic,4,0.04
100,633,insulin_signalling,0,0.0
100,633,glucose_metabolism,0,0.0
100,633,beta_cell_biology,6,0.06
100,633,mitochondrial_function,6,0.06
100,633,oxidative_phosphorylation,6,0.06
100,633,pancreatic_development,3,0.03
100,633,lipid_metabolism,0,0.0
100,633,known_t2d_gwas_or_monogenic,8,0.08
100,634,insulin_signalling,1,0.01
100,634,glucose_metabolism,0,0.0
100,634,beta_cell_biology,4,0.04
100,634,mitochondrial_function,4,0.04
100,634,oxidative_phosphorylation,4,0.04
100,634,pancreatic_development,2,0.02
100,634,lipid_metabolism,1,0.01
100,634,known_t2d_gwas_or_monogenic,5,0.05
100,635,insulin_signalling,0,0.0
100,635,glucose_metabolism,1,0.01
100,635,beta_cell_biology,4,0.04
100,635,mitochondrial_function,0,0.0
100,635,oxidative_phosphorylation,0,0.0
100,635,pancreatic_development,2,0.02
100,635,lipid_metabolism,1,0.01
100,635,known_t2d_gwas_or_monogenic,7,0.07
100,636,insulin_signalling,0,0.0
100,636,glucose_metabolism,0,0.0
100,636,beta_cell_biology,2,0.02
100,636,mitochondrial_function,3,0.03
100,636,oxidative_phosphorylation,3,0.03
100,636,pancreatic_development,0,0.0
100,636,lipid_metabolism,1,0.01
100,636,known_t2d_gwas_or_monogenic,3,0.03
100,637,insulin_signalling,0,0.0
100,637,glucose_metabolism,1,0.01
100,637,beta_cell_biology,7,0.07
100,637,mitochondrial_function,7,0.07
100,637,oxidative_phosphorylation,7,0.07
100,637,pancreatic_development,4,0.04
100,637,lipid_metabolism,0,0.0
100,637,known_t2d_gwas_or_monogenic,9,0.09
100,638,insulin_signalling,0,0.0
100,638,glucose_metabolism,1,0.01
100,638,beta_cell_biology,2,0.02
100,638,mitochondrial_function,3,0.03
100,638,oxidative_phosphorylation,3,0.03
100,638,pancreatic_development,0,0.0
100,638,lipid_metabolism,1,0.01
100,638,known_t2d_gwas_or_monogenic,3,0.03
100,639,insulin_signalling,0,0.0
100,639,glucose_metabolism,3,0.03
100,639,beta_cell_biology,3,0.03
100,639,mitochondrial_function,3,0.03
100,639,oxidative_phosphorylation,3,0.03
100,639,pancreatic_development,2,0.02
100,639,lipid_metabolism,0,0.0
100,639,known_t2d_gwas_or_monogenic,4,0.04
100,640,insulin_signalling,1,0.01
100,640,glucose_metabolism,0,0.0
100,640,beta_cell_biology,5,0.05
100,640,mitochondrial_function,3,0.03
100,640,oxidative_phosphorylation,3,0.03
100,640,pancreatic_development,3,0.03
100,640,lipid_metabolism,0,0.0
100,640,known_t2d_gwas_or_monogenic,6,0.06
100,641,insulin_signalling,0,0.0
100,641,glucose_metabolism,1,0.01
100,641,beta_cell_biology,3,0.03
100,641,mitochondrial_function,5,0.05
100,641,oxidative_phosphorylation,5,0.05
100,641,pancreatic_development,1,0.01
100,641,lipid_metabolism,1,0.01
100,641,known_t2d_gwas_or_monogenic,4,0.04
100,642,insulin_signalling,1,0.01
100,642,glucose_metabolism,0,0.0
100,642,beta_cell_biology,5,0.05
100,642,mitochondrial_function,4,0.04
100,642,oxidative_phosphorylation,4,0.04
100,642,pancreatic_development,2,0.02
100,642,lipid_metabolism,1,0.01
100,642,known_t2d_gwas_or_monogenic,9,0.09
100,643,insulin_signalling,0,0.0
100,643,glucose_metabolism,0,0.0
100,643,beta_cell_biology,2,0.02
100,643,mitochondrial_function,3,0.03
100,643,oxidative_phosphorylation,3,0.03
100,643,pancreatic_development,1,0.01
100,643,lipid_metabolism,1,0.01
100,643,known_t2d_gwas_or_monogenic,4,0.04
100,644,insulin_signalling,1,0.01
100,644,glucose_metabolism,2,0.02
100,644,beta_cell_biology,4,0.04
100,644,mitochondrial_function,7,0.07
100,644,oxidative_phosphorylation,7,0.07
100,644,pancreatic_development,2,0.02
100,644,lipid_metabolism,0,0.0
100,644,known_t2d_gwas_or_monogenic,8,0.08
100,645,insulin_signalling,1,0.01
100,645,glucose_metabolism,0,0.0
100,645,beta_cell_biology,3,0.03
100,645,mitochondrial_function,4,0.04
100,645,oxidative_phosphorylation,4,0.04
100,645,pancreatic_development,2,0.02
100,645,lipid_metabolism,0,0.0
100,645,known_t2d_gwas_or_monogenic,6,0.06
100,646,insulin_signalling,0,0.0
100,646,glucose_metabolism,0,0.0
100,646,beta_cell_biology,2,0.02
100,646,mitochondrial_function,5,0.05
100,646,oxidative_phosphorylation,5,0.05
100,646,pancreatic_development,1,0.01
100,646,lipid_metabolism,1,0.01
100,646,known_t2d_gwas_or_monogenic,3,0.03
100,647,insulin_signalling,0,0.0
100,647,glucose_metabolism,0,0.0
100,647,beta_cell_biology,4,0.04
100,647,mitochondrial_function,4,0.04
100,647,oxidative_phosphorylation,4,0.04
100,647,pancreatic_development,3,0.03
100,647,lipid_metabolism,0,0.0
100,647,known_t2d_gwas_or_monogenic,4,0.04
100,648,insulin_signalling,1,0.01
100,648,glucose_metabolism,1,0.01
100,648,beta_cell_biology,4,0.04
100,648,mitochondrial_function,3,0.03
100,648,oxidative_phosphorylation,3,0.03
100,648,pancreatic_development,1,0.01
100,648,lipid_metabolism,0,0.0
100,648,known_t2d_gwas_or_monogenic,6,0.06
100,649,insulin_signalling,1,0.01
100,649,glucose_metabolism,0,0.0
100,649,beta_cell_biology,3,0.03
100,649,mitochondrial_function,4,0.04
100,649,oxidative_phosphorylation,4,0.04
100,649,pancreatic_development,1,0.01
100,649,lipid_metabolism,0,0.0
100,649,known_t2d_gwas_or_monogenic,3,0.03
100,650,insulin_signalling,0,0.0
100,650,glucose_metabolism,0,0.0
100,650,beta_cell_biology,2,0.02
100,650,mitochondrial_function,5,0.05
100,650,oxidative_phosphorylation,5,0.05
100,650,pancreatic_development,0,0.0
100,650,lipid_metabolism,1,0.01
100,650,known_t2d_gwas_or_monogenic,2,0.02
100,651,insulin_signalling,0,0.0
100,651,glucose_metabolism,0,0.0
100,651,beta_cell_biology,4,0.04
100,651,mitochondrial_function,5,0.05
100,651,oxidative_phosphorylation,5,0.05
100,651,pancreatic_development,3,0.03
100,651,lipid_metabolism,0,0.0
100,651,known_t2d_gwas_or_monogenic,3,0.03
100,652,insulin_signalling,1,0.01
100,652,glucose_metabolism,2,0.02
100,652,beta_cell_biology,5,0.05
100,652,mitochondrial_function,3,0.03
100,652,oxidative_phosphorylation,3,0.03
100,652,pancreatic_development,3,0.03
100,652,lipid_metabolism,0,0.0
100,652,known_t2d_gwas_or_monogenic,9,0.09
100,653,insulin_signalling,0,0.0
100,653,glucose_metabolism,1,0.01
100,653,beta_cell_biology,5,0.05
100,653,mitochondrial_function,6,0.06
100,653,oxidative_phosphorylation,6,0.06
100,653,pancreatic_development,3,0.03
100,653,lipid_metabolism,0,0.0
100,653,known_t2d_gwas_or_monogenic,6,0.06
100,654,insulin_signalling,1,0.01
100,654,glucose_metabolism,1,0.01
100,654,beta_cell_biology,2,0.02
100,654,mitochondrial_function,4,0.04
100,654,oxidative_phosphorylation,4,0.04
100,654,pancreatic_development,2,0.02
100,654,lipid_metabolism,1,0.01
100,654,known_t2d_gwas_or_monogenic,3,0.03
100,655,insulin_signalling,1,0.01
100,655,glucose_metabolism,1,0.01
100,655,beta_cell_biology,2,0.02
100,655,mitochondrial_function,4,0.04
100,655,oxidative_phosphorylation,4,0.04
100,655,pancreatic_development,1,0.01
100,655,lipid_metabolism,0,0.0
100,655,known_t2d_gwas_or_monogenic,5,0.05
100,656,insulin_signalling,1,0.01
100,656,glucose_metabolism,1,0.01
100,656,beta_cell_biology,3,0.03
100,656,mitochondrial_function,3,0.03
100,656,oxidative_phosphorylation,3,0.03
100,656,pancreatic_development,1,0.01
100,656,lipid_metabolism,0,0.0
100,656,known_t2d_gwas_or_monogenic,4,0.04
100,657,insulin_signalling,0,0.0
100,657,glucose_metabolism,2,0.02
100,657,beta_cell_biology,6,0.06
100,657,mitochondrial_function,3,0.03
100,657,oxidative_phosphorylation,3,0.03
100,657,pancreatic_development,3,0.03
100,657,lipid_metabolism,1,0.01
100,657,known_t2d_gwas_or_monogenic,8,0.08
100,658,insulin_signalling,0,0.0
100,658,glucose_metabolism,2,0.02
100,658,beta_cell_biology,4,0.04
100,658,mitochondrial_function,4,0.04
100,658,oxidative_phosphorylation,4,0.04
100,658,pancreatic_development,0,0.0
100,658,lipid_metabolism,1,0.01
100,658,known_t2d_gwas_or_monogenic,4,0.04
100,659,insulin_signalling,1,0.01
100,659,glucose_metabolism,1,0.01
100,659,beta_cell_biology,3,0.03
100,659,mitochondrial_function,2,0.02
100,659,oxidative_phosphorylation,2,0.02
100,659,pancreatic_development,1,0.01
100,659,lipid_metabolism,0,0.0
100,659,known_t2d_gwas_or_monogenic,6,0.06
100,660,insulin_signalling,0,0.0
100,660,glucose_metabolism,1,0.01
100,660,beta_cell_biology,4,0.04
100,660,mitochondrial_function,3,0.03
100,660,oxidative_phosphorylation,3,0.03
100,660,pancreatic_development,2,0.02
100,660,lipid_metabolism,1,0.01
100,660,known_t2d_gwas_or_monogenic,7,0.07
100,661,insulin_signalling,1,0.01
100,661,glucose_metabolism,2,0.02
100,661,beta_cell_biology,1,0.01
100,661,mitochondrial_function,2,0.02
100,661,oxidative_phosphorylation,2,0.02
100,661,pancreatic_development,0,0.0
100,661,lipid_metabolism,1,0.01
100,661,known_t2d_gwas_or_monogenic,6,0.06
100,662,insulin_signalling,0,0.0
100,662,glucose_metabolism,0,0.0
100,662,beta_cell_biology,3,0.03
100,662,mitochondrial_function,4,0.04
100,662,oxidative_phosphorylation,4,0.04
100,662,pancreatic_development,1,0.01
100,662,lipid_metabolism,0,0.0
100,662,known_t2d_gwas_or_monogenic,4,0.04
100,663,insulin_signalling,0,0.0
100,663,glucose_metabolism,1,0.01
100,663,beta_cell_biology,3,0.03
100,663,mitochondrial_function,2,0.02
100,663,oxidative_phosphorylation,2,0.02
100,663,pancreatic_development,1,0.01
100,663,lipid_metabolism,0,0.0
100,663,known_t2d_gwas_or_monogenic,4,0.04
100,664,insulin_signalling,0,0.0
100,664,glucose_metabolism,0,0.0
100,664,beta_cell_biology,3,0.03
100,664,mitochondrial_function,6,0.06
100,664,oxidative_phosphorylation,6,0.06
100,664,pancreatic_development,1,0.01
100,664,lipid_metabolism,0,0.0
100,664,known_t2d_gwas_or_monogenic,3,0.03
100,665,insulin_signalling,0,0.0
100,665,glucose_metabolism,1,0.01
100,665,beta_cell_biology,2,0.02
100,665,mitochondrial_function,4,0.04
100,665,oxidative_phosphorylation,4,0.04
100,665,pancreatic_development,1,0.01
100,665,lipid_metabolism,0,0.0
100,665,known_t2d_gwas_or_monogenic,2,0.02
100,666,insulin_signalling,0,0.0
100,666,glucose_metabolism,2,0.02
100,666,beta_cell_biology,5,0.05
100,666,mitochondrial_function,4,0.04
100,666,oxidative_phosphorylation,4,0.04
100,666,pancreatic_development,2,0.02
100,666,lipid_metabolism,1,0.01
100,666,known_t2d_gwas_or_monogenic,7,0.07
100,667,insulin_signalling,0,0.0
100,667,glucose_metabolism,2,0.02
100,667,beta_cell_biology,3,0.03
100,667,mitochondrial_function,5,0.05
100,667,oxidative_phosphorylation,5,0.05
100,667,pancreatic_development,1,0.01
100,667,lipid_metabolism,1,0.01
100,667,known_t2d_gwas_or_monogenic,5,0.05
100,668,insulin_signalling,0,0.0
100,668,glucose_metabolism,1,0.01
100,668,beta_cell_biology,1,0.01
100,668,mitochondrial_function,2,0.02
100,668,oxidative_phosphorylation,2,0.02
100,668,pancreatic_development,1,0.01
100,668,lipid_metabolism,0,0.0
100,668,known_t2d_gwas_or_monogenic,2,0.02
100,669,insulin_signalling,0,0.0
100,669,glucose_metabolism,2,0.02
100,669,beta_cell_biology,4,0.04
100,669,mitochondrial_function,1,0.01
100,669,oxidative_phosphorylation,1,0.01
100,669,pancreatic_development,1,0.01
100,669,lipid_metabolism,0,0.0
100,669,known_t2d_gwas_or_monogenic,7,0.07
100,670,insulin_signalling,1,0.01
100,670,glucose_metabolism,2,0.02
100,670,beta_cell_biology,3,0.03
100,670,mitochondrial_function,6,0.06
100,670,oxidative_phosphorylation,6,0.06
100,670,pancreatic_development,1,0.01
100,670,lipid_metabolism,0,0.0
100,670,known_t2d_gwas_or_monogenic,5,0.05
100,671,insulin_signalling,0,0.0
100,671,glucose_metabolism,0,0.0
100,671,beta_cell_biology,3,0.03
100,671,mitochondrial_function,4,0.04
100,671,oxidative_phosphorylation,4,0.04
100,671,pancreatic_development,2,0.02
100,671,lipid_metabolism,0,0.0
100,671,known_t2d_gwas_or_monogenic,2,0.02
100,672,insulin_signalling,0,0.0
100,672,glucose_metabolism,2,0.02
100,672,beta_cell_biology,2,0.02
100,672,mitochondrial_function,4,0.04
100,672,oxidative_phosphorylation,4,0.04
100,672,pancreatic_development,1,0.01
100,672,lipid_metabolism,0,0.0
100,672,known_t2d_gwas_or_monogenic,4,0.04
100,673,insulin_signalling,0,0.0
100,673,glucose_metabolism,1,0.01
100,673,beta_cell_biology,4,0.04
100,673,mitochondrial_function,4,0.04
100,673,oxidative_phosphorylation,4,0.04
100,673,pancreatic_development,2,0.02
100,673,lipid_metabolism,1,0.01
100,673,known_t2d_gwas_or_monogenic,7,0.07
100,674,insulin_signalling,0,0.0
100,674,glucose_metabolism,1,0.01
100,674,beta_cell_biology,3,0.03
100,674,mitochondrial_function,2,0.02
100,674,oxidative_phosphorylation,2,0.02
100,674,pancreatic_development,2,0.02
100,674,lipid_metabolism,0,0.0
100,674,known_t2d_gwas_or_monogenic,3,0.03
100,675,insulin_signalling,1,0.01
100,675,glucose_metabolism,1,0.01
100,675,beta_cell_biology,1,0.01
100,675,mitochondrial_function,2,0.02
100,675,oxidative_phosphorylation,2,0.02
100,675,pancreatic_development,1,0.01
100,675,lipid_metabolism,0,0.0
100,675,known_t2d_gwas_or_monogenic,3,0.03
100,676,insulin_signalling,0,0.0
100,676,glucose_metabolism,1,0.01
100,676,beta_cell_biology,3,0.03
100,676,mitochondrial_function,5,0.05
100,676,oxidative_phosphorylation,5,0.05
100,676,pancreatic_development,2,0.02
100,676,lipid_metabolism,1,0.01
100,676,known_t2d_gwas_or_monogenic,3,0.03
100,677,insulin_signalling,0,0.0
100,677,glucose_metabolism,1,0.01
100,677,beta_cell_biology,4,0.04
100,677,mitochondrial_function,4,0.04
100,677,oxidative_phosphorylation,4,0.04
100,677,pancreatic_development,2,0.02
100,677,lipid_metabolism,1,0.01
100,677,known_t2d_gwas_or_monogenic,6,0.06
100,678,insulin_signalling,0,0.0
100,678,glucose_metabolism,0,0.0
100,678,beta_cell_biology,6,0.06
100,678,mitochondrial_function,3,0.03
100,678,oxidative_phosphorylation,3,0.03
100,678,pancreatic_development,1,0.01
100,678,lipid_metabolism,0,0.0
100,678,known_t2d_gwas_or_monogenic,9,0.09
100,679,insulin_signalling,1,0.01
100,679,glucose_metabolism,2,0.02
100,679,beta_cell_biology,3,0.03
100,679,mitochondrial_function,4,0.04
100,679,oxidative_phosphorylation,4,0.04
100,679,pancreatic_development,1,0.01
100,679,lipid_metabolism,0,0.0
100,679,known_t2d_gwas_or_monogenic,8,0.08
100,680,insulin_signalling,0,0.0
100,680,glucose_metabolism,1,0.01
100,680,beta_cell_biology,3,0.03
100,680,mitochondrial_function,3,0.03
100,680,oxidative_phosphorylation,3,0.03
100,680,pancreatic_development,0,0.0
100,680,lipid_metabolism,0,0.0
100,680,known_t2d_gwas_or_monogenic,4,0.04
100,681,insulin_signalling,0,0.0
100,681,glucose_metabolism,1,0.01
100,681,beta_cell_biology,4,0.04
100,681,mitochondrial_function,5,0.05
100,681,oxidative_phosphorylation,5,0.05
100,681,pancreatic_development,2,0.02
100,681,lipid_metabolism,0,0.0
100,681,known_t2d_gwas_or_monogenic,5,0.05
100,682,insulin_signalling,1,0.01
100,682,glucose_metabolism,2,0.02
100,682,beta_cell_biology,5,0.05
100,682,mitochondrial_function,2,0.02
100,682,oxidative_phosphorylation,2,0.02
100,682,pancreatic_development,3,0.03
100,682,lipid_metabolism,1,0.01
100,682,known_t2d_gwas_or_monogenic,9,0.09
100,683,insulin_signalling,0,0.0
100,683,glucose_metabolism,0,0.0
100,683,beta_cell_biology,4,0.04
100,683,mitochondrial_function,5,0.05
100,683,oxidative_phosphorylation,5,0.05
100,683,pancreatic_development,2,0.02
100,683,lipid_metabolism,0,0.0
100,683,known_t2d_gwas_or_monogenic,5,0.05
100,684,insulin_signalling,0,0.0
100,684,glucose_metabolism,2,0.02
100,684,beta_cell_biology,3,0.03
100,684,mitochondrial_function,3,0.03
100,684,oxidative_phosphorylation,3,0.03
100,684,pancreatic_development,1,0.01
100,684,lipid_metabolism,0,0.0
100,684,known_t2d_gwas_or_monogenic,7,0.07
100,685,insulin_signalling,0,0.0
100,685,glucose_metabolism,1,0.01
100,685,beta_cell_biology,4,0.04
100,685,mitochondrial_function,4,0.04
100,685,oxidative_phosphorylation,4,0.04
100,685,pancreatic_development,2,0.02
100,685,lipid_metabolism,1,0.01
100,685,known_t2d_gwas_or_monogenic,6,0.06
100,686,insulin_signalling,0,0.0
100,686,glucose_metabolism,0,0.0
100,686,beta_cell_biology,4,0.04
100,686,mitochondrial_function,1,0.01
100,686,oxidative_phosphorylation,1,0.01
100,686,pancreatic_development,2,0.02
100,686,lipid_metabolism,0,0.0
100,686,known_t2d_gwas_or_monogenic,6,0.06
100,687,insulin_signalling,0,0.0
100,687,glucose_metabolism,1,0.01
100,687,beta_cell_biology,2,0.02
100,687,mitochondrial_function,3,0.03
100,687,oxidative_phosphorylation,3,0.03
100,687,pancreatic_development,1,0.01
100,687,lipid_metabolism,1,0.01
100,687,known_t2d_gwas_or_monogenic,2,0.02
100,688,insulin_signalling,0,0.0
100,688,glucose_metabolism,0,0.0
100,688,beta_cell_biology,4,0.04
100,688,mitochondrial_function,0,0.0
100,688,oxidative_phosphorylation,0,0.0
100,688,pancreatic_development,3,0.03
100,688,lipid_metabolism,0,0.0
100,688,known_t2d_gwas_or_monogenic,3,0.03
100,689,insulin_signalling,0,0.0
100,689,glucose_metabolism,1,0.01
100,689,beta_cell_biology,3,0.03
100,689,mitochondrial_function,0,0.0
100,689,oxidative_phosphorylation,0,0.0
100,689,pancreatic_development,1,0.01
100,689,lipid_metabolism,0,0.0
100,689,known_t2d_gwas_or_monogenic,4,0.04
100,690,insulin_signalling,0,0.0
100,690,glucose_metabolism,0,0.0
100,690,beta_cell_biology,5,0.05
100,690,mitochondrial_function,0,0.0
100,690,oxidative_phosphorylation,0,0.0
100,690,pancreatic_development,2,0.02
100,690,lipid_metabolism,1,0.01
100,690,known_t2d_gwas_or_monogenic,6,0.06
100,691,insulin_signalling,0,0.0
100,691,glucose_metabolism,0,0.0
100,691,beta_cell_biology,3,0.03
100,691,mitochondrial_function,6,0.06
100,691,oxidative_phosphorylation,6,0.06
100,691,pancreatic_development,0,0.0
100,691,lipid_metabolism,0,0.0
100,691,known_t2d_gwas_or_monogenic,4,0.04
100,692,insulin_signalling,0,0.0
100,692,glucose_metabolism,2,0.02
100,692,beta_cell_biology,2,0.02
100,692,mitochondrial_function,3,0.03
100,692,oxidative_phosphorylation,3,0.03
100,692,pancreatic_development,0,0.0
100,692,lipid_metabolism,1,0.01
100,692,known_t2d_gwas_or_monogenic,4,0.04
100,693,insulin_signalling,1,0.01
100,693,glucose_metabolism,0,0.0
100,693,beta_cell_biology,6,0.06
100,693,mitochondrial_function,2,0.02
100,693,oxidative_phosphorylation,2,0.02
100,693,pancreatic_development,2,0.02
100,693,lipid_metabolism,0,0.0
100,693,known_t2d_gwas_or_monogenic,9,0.09
100,694,insulin_signalling,1,0.01
100,694,glucose_metabolism,1,0.01
100,694,beta_cell_biology,1,0.01
100,694,mitochondrial_function,2,0.02
100,694,oxidative_phosphorylation,2,0.02
100,694,pancreatic_development,0,0.0
100,694,lipid_metabolism,0,0.0
100,694,known_t2d_gwas_or_monogenic,4,0.04
100,695,insulin_signalling,0,0.0
100,695,glucose_metabolism,2,0.02
100,695,beta_cell_biology,2,0.02
100,695,mitochondrial_function,2,0.02
100,695,oxidative_phosphorylation,2,0.02
100,695,pancreatic_development,2,0.02
100,695,lipid_metabolism,0,0.0
100,695,known_t2d_gwas_or_monogenic,3,0.03
100,696,insulin_signalling,0,0.0
100,696,glucose_metabolism,2,0.02
100,696,beta_cell_biology,3,0.03
