sample_index,gene_symbol,true_label,mean_oof_score__DNABERT2_multimodal,mean_oof_score__Genomic_only_K3K4Basic,mean_oof_score__Handcrafted_multimodal,mean_oof_score__Protein_only_ProtBERT_SW,percentile_rank__DNABERT2_multimodal,percentile_rank__Genomic_only_K3K4Basic,percentile_rank__Handcrafted_multimodal,percentile_rank__Protein_only_ProtBERT_SW,rank_desc__DNABERT2_multimodal,rank_desc__Genomic_only_K3K4Basic,rank_desc__Handcrafted_multimodal,rank_desc__Protein_only_ProtBERT_SW,dnabert2_minus_handcrafted_rank_delta,dnabert2_minus_handcrafted_score_delta,dnabert2_minus_handcrafted_percentile_delta,dnabert2_moved_up,dnabert2_moved_down,consensus_rank,mean_percentile_rank,n_curated_pathways,curated_pathways,n_external_sets,external_sets,case_interpretation
1458,ENGASE,1,0.5443,0.40376,0.60562,0.704,0.56953,0.15069,0.66371,0.84931,778,1534,608,273,170,-0.06132,-0.09418,False,True,779,0.55831,0,,0,,Lower-priority / background candidate
1459,AFG3L2,0,0.45289,0.4633,0.48908,0.54426,0.43213,0.39501,0.47756,0.56011,1026,1093,944,795,82,-0.0362,-0.04543,False,True,970,0.4662,0,,0,,Lower-priority / background candidate
1460,ZNF431,1,0.77633,0.64426,0.8278,0.77912,0.90859,0.90582,0.98116,0.95845,166,171,35,76,131,-0.05147,-0.07258,False,True,48,0.9385,0,,0,,Known/current-positive high-confidence recovery
1461,DNAJC10,1,0.8262,0.47786,0.77111,0.72562,0.96842,0.45651,0.92521,0.88033,58,982,136,217,-78,0.05509,0.04321,True,False,249,0.80762,0,,0,,Lower-priority / background candidate
1462,FLACC1,1,0.67647,0.43038,0.65184,0.78371,0.76898,0.25651,0.73684,0.96454,418,1343,476,65,-58,0.02463,0.03213,True,False,511,0.68172,0,,0,,Lower-priority / background candidate
1463,POLGARF,1,0.72333,0.65241,0.73091,0.64117,0.83047,0.91967,0.86537,0.7313,307,146,244,486,63,-0.00758,-0.0349,False,True,200,0.8367,0,,0,,Known/current-positive high-confidence recovery
1464,PSMD6,1,0.45803,0.46107,0.5502,0.55372,0.44044,0.38227,0.57562,0.57895,1011,1116,767,761,244,-0.09217,-0.13518,False,True,917,0.49432,0,,0,,Lower-priority / background candidate
1465,SPDYE13,1,0.30294,0.44053,0.3803,0.38398,0.20997,0.30249,0.31136,0.30028,1427,1260,1244,1264,183,-0.07736,-0.10138,False,True,1364,0.28102,0,,0,,Current-positive low-rank / possible model miss
1466,ABO,0,0.29479,0.426,0.32492,0.38404,0.19114,0.23656,0.21773,0.30083,1461,1379,1413,1263,48,-0.03013,-0.02659,False,True,1468,0.23657,0,,0,,Lower-priority / background candidate
1467,TMEM106B,1,0.47925,0.52806,0.49444,0.54386,0.47036,0.64432,0.48698,0.559,957,643,927,797,30,-0.01519,-0.01662,False,True,821,0.54017,0,,0,,Lower-priority / background candidate
1468,P2RY1,1,0.62838,0.51468,0.59775,0.61338,0.69972,0.60222,0.6482,0.67812,543,719,636,582,-93,0.03063,0.05152,True,False,559,0.65706,0,,0,,Lower-priority / background candidate
1469,NRG3,0,0.28322,0.43804,0.40461,0.43606,0.17562,0.28864,0.35346,0.39169,1489,1285,1168,1099,321,-0.12139,-0.17784,False,True,1321,0.30235,0,,0,,Lower-priority / background candidate
1470,SIRPB2,1,0.63996,0.64586,0.57228,0.46754,0.71524,0.90803,0.61053,0.43767,515,167,704,1016,-189,0.06769,0.10471,True,False,535,0.66787,0,,0,,Lower-priority / background candidate
1471,SLC67A1,1,0.58115,0.45698,0.68499,0.68582,0.62272,0.36787,0.79224,0.80831,682,1142,376,347,306,-0.10385,-0.16953,False,True,581,0.64778,0,,0,,Lower-priority / background candidate
1472,SNX29,1,0.43668,0.40594,0.52495,0.57329,0.40997,0.16454,0.53684,0.61773,1066,1509,837,691,229,-0.08827,-0.12687,False,True,1041,0.43227,0,,0,,Current-positive low-rank / possible model miss
1473,HOXD10,0,0.24658,0.51428,0.2517,0.25185,0.10859,0.60111,0.12521,0.09917,1610,721,1580,1627,30,-0.00512,-0.01662,False,True,1475,0.23352,0,,0,,Lower-priority / background candidate
1474,ETS2,1,0.67354,0.56528,0.71351,0.62573,0.7651,0.75679,0.83601,0.70416,425,440,297,535,128,-0.03996,-0.07091,False,True,326,0.76551,0,,0,,Lower-priority / background candidate
1475,TSKU,0,0.35424,0.36343,0.35639,0.36322,0.28643,0.05263,0.26981,0.2687,1289,1711,1319,1321,-30,-0.00215,0.01662,True,False,1508,0.21939,0,,0,,Lower-priority / background candidate
1476,CGNL1,0,0.33037,0.35776,0.49468,0.53411,0.25152,0.04321,0.48754,0.54404,1352,1728,926,824,426,-0.16431,-0.23601,False,True,1258,0.33158,0,,0,,Lower-priority / background candidate
1477,TSEN15,1,0.48583,0.43862,0.47187,0.59993,0.48754,0.29086,0.45263,0.65928,926,1281,989,616,-63,0.01396,0.0349,True,False,951,0.47258,0,,0,,Lower-priority / background candidate
1478,ST8SIA4,1,0.47468,0.53202,0.38161,0.37013,0.46593,0.6615,0.31302,0.27701,965,612,1241,1306,-276,0.09306,0.15291,True,False,1050,0.42936,0,,0,,Current-positive low-rank / possible model miss
1479,LPA,1,0.64472,0.48962,0.69146,0.64645,0.72576,0.5036,0.8,0.74127,496,897,362,468,134,-0.04673,-0.07424,False,True,483,0.69266,0,,0,,Lower-priority / background candidate
1480,OR4D1,0,0.79816,0.6801,0.6188,0.54261,0.93296,0.95236,0.68199,0.55734,122,87,575,800,-453,0.17937,0.25097,True,False,295,0.78116,0,,0,,Lower-priority / background candidate
1481,LINGO2,1,0.82236,0.65023,0.7761,0.72345,0.96399,0.91579,0.93075,0.87867,66,153,126,220,-60,0.04626,0.03324,True,False,66,0.9223,0,,0,,Known/current-positive high-confidence recovery
1482,PCSK1,0,0.18998,0.29987,0.15538,0.20085,0.03546,0.00277,0.01496,0.03158,1742,1801,1779,1749,-37,0.03459,0.0205,True,False,1800,0.02119,2,Beta_cell_function_development; Insulin_secretion_KATP_Ca,0,,Lower-priority / background candidate
1483,RIIAD1,0,0.58242,0.34298,0.51493,0.69707,0.62493,0.02382,0.52188,0.83878,678,1763,864,292,-186,0.0675,0.10305,True,False,900,0.50235,0,,0,,Lower-priority / background candidate
1484,SEC16B,0,0.47002,0.45558,0.5109,0.567,0.45651,0.36344,0.51634,0.60222,982,1150,874,719,108,-0.04088,-0.05983,False,True,938,0.48463,0,,0,,Lower-priority / background candidate
1485,MAML3,1,0.64115,0.63142,0.63671,0.63132,0.71801,0.88199,0.70914,0.71524,510,214,526,515,-16,0.00444,0.00887,True,False,351,0.75609,0,,0,,Lower-priority / background candidate
1486,PPARD,1,0.51636,0.64952,0.64074,0.62171,0.52964,0.91413,0.71801,0.69308,850,156,510,555,340,-0.12438,-0.18837,False,True,440,0.71371,0,,0,,Lower-priority / background candidate
1487,ITPRID2,0,0.62948,0.54135,0.59004,0.6256,0.70083,0.68532,0.63546,0.7036,541,569,659,536,-118,0.03944,0.06537,True,False,512,0.6813,0,,0,,Lower-priority / background candidate
1488,PDX1,1,0.36131,0.52532,0.42158,0.40833,0.29806,0.63047,0.3795,0.3374,1268,668,1121,1197,147,-0.06027,-0.08144,False,True,1091,0.41136,1,Beta_cell_function_development,0,,Current-positive low-rank / possible model miss
1489,RBM6,0,0.22213,0.39211,0.20669,0.22207,0.07147,0.11579,0.06039,0.05762,1677,1597,1697,1702,-20,0.01544,0.01108,True,False,1747,0.07632,0,,0,,Lower-priority / background candidate
1490,ITPKB,1,0.72467,0.54551,0.67909,0.6671,0.83435,0.69806,0.78227,0.77784,300,546,394,402,-94,0.04558,0.05208,True,False,310,0.77313,0,,0,,Lower-priority / background candidate
1491,ZNHIT6,0,0.26364,0.35633,0.2097,0.25735,0.14294,0.0421,0.06482,0.10582,1548,1730,1689,1615,-141,0.05394,0.07812,True,False,1732,0.08892,0,,0,,Lower-priority / background candidate
1492,DENND1A,1,0.44155,0.46672,0.46115,0.49332,0.41551,0.40776,0.43601,0.48532,1056,1070,1019,930,37,-0.0196,-0.0205,False,True,1031,0.43615,0,,0,,Current-positive low-rank / possible model miss
1493,FMR1,1,0.37415,0.52176,0.46198,0.33828,0.3241,0.62548,0.43878,0.23102,1221,677,1014,1389,207,-0.08783,-0.11468,False,True,1105,0.40485,0,,0,,Current-positive low-rank / possible model miss
1494,BCORL1,0,0.24939,0.35267,0.29866,0.37235,0.11579,0.03712,0.18061,0.2831,1597,1739,1480,1295,117,-0.04927,-0.06482,False,True,1641,0.15415,0,,0,,Lower-priority / background candidate
1495,GALNT3,0,0.69878,0.48897,0.7545,0.72885,0.80166,0.50028,0.90305,0.88864,359,903,176,202,183,-0.05572,-0.10139,False,True,309,0.77341,0,,0,,Lower-priority / background candidate
1496,SYNPO2L,1,0.64983,0.52078,0.59013,0.56238,0.73463,0.62161,0.63601,0.5928,480,684,658,736,-178,0.0597,0.09862,True,False,585,0.64626,0,,0,,Lower-priority / background candidate
1497,RGMA,0,0.70562,0.64664,0.621,0.50284,0.8072,0.9097,0.68421,0.49972,349,164,571,904,-222,0.08463,0.12299,True,False,414,0.72521,0,,0,,Lower-priority / background candidate
1498,BIK,0,0.33739,0.45877,0.33813,0.33903,0.26039,0.37396,0.23712,0.23213,1336,1131,1378,1387,-42,-0.00074,0.02327,True,False,1372,0.2759,0,,0,,Lower-priority / background candidate
1499,BRICD5,0,0.56513,0.43095,0.62507,0.69324,0.59834,0.25873,0.69141,0.82881,726,1339,558,310,168,-0.05993,-0.09308,False,True,698,0.59432,0,,0,,Lower-priority / background candidate
1500,WSCD1,0,0.59128,0.5443,0.56374,0.44865,0.63712,0.69584,0.59557,0.40831,656,550,731,1069,-75,0.02754,0.04155,True,False,722,0.58421,0,,0,,Lower-priority / background candidate
1501,PRICKLE1,1,0.32826,0.40584,0.3596,0.38809,0.2482,0.16288,0.27701,0.30637,1358,1512,1306,1253,52,-0.03133,-0.02881,False,True,1439,0.24861,0,,0,,Current-positive low-rank / possible model miss
1502,NDUFAF3,1,0.20897,0.31659,0.11991,0.17559,0.05485,0.00554,0.00388,0.0133,1707,1796,1799,1782,-92,0.08906,0.05097,True,False,1802,0.01939,0,,0,,Current-positive low-rank / possible model miss
1503,C7ORF25,0,0.22868,0.36696,0.18681,0.26135,0.08089,0.05873,0.04377,0.11302,1660,1700,1727,1602,-67,0.04187,0.03712,True,False,1755,0.0741,0,,0,,Lower-priority / background candidate
1504,GCKR,1,0.84002,0.49705,0.86514,0.84058,0.97784,0.5374,0.99501,0.99723,41,836,10,6,31,-0.02512,-0.01717,False,True,131,0.87687,2,Glucose_metabolism_transport; Known_T2D_GWAS_loci,0,,Known/current-positive high-confidence recovery
1505,MFHAS1,0,0.32365,0.34305,0.35239,0.42376,0.24377,0.02438,0.26427,0.36842,1366,1762,1329,1141,37,-0.02874,-0.0205,False,True,1494,0.22521,0,,0,,Lower-priority / background candidate
1506,MCF2,0,0.43376,0.49942,0.44975,0.48208,0.40665,0.54848,0.42216,0.4615,1072,816,1044,973,28,-0.01599,-0.01551,False,True,983,0.4597,0,,0,,Lower-priority / background candidate
1507,LRRC1,1,0.54315,0.52902,0.43269,0.455,0.56787,0.64709,0.39501,0.41662,781,638,1093,1054,-312,0.11046,0.17285,True,False,894,0.50665,0,,0,,Lower-priority / background candidate
1508,IGSF23,1,0.6295,0.6884,0.70582,0.54114,0.70138,0.96399,0.82272,0.55679,540,66,321,801,219,-0.07632,-0.12133,False,True,340,0.76122,0,,0,,Lower-priority / background candidate
1509,MAN1A2,1,0.7231,0.6531,0.75243,0.64487,0.82992,0.92078,0.90028,0.7385,308,144,181,473,127,-0.02933,-0.07036,False,True,185,0.84737,0,,0,,Known/current-positive high-confidence recovery
1510,DCAF10,1,0.12084,0.49031,0.15497,0.16354,0.00166,0.50637,0.0144,0.00554,1803,892,1780,1796,23,-0.03413,-0.01274,False,True,1671,0.13199,0,,0,,Current-positive low-rank / possible model miss
1511,MEX3D,0,0.55595,0.40706,0.53034,0.54516,0.58947,0.17008,0.54681,0.56177,742,1499,819,792,-77,0.02561,0.04266,True,False,968,0.46704,0,,0,,Lower-priority / background candidate
1512,CCDC18,1,0.81365,0.46426,0.70098,0.68739,0.95402,0.40055,0.8133,0.81219,84,1083,338,340,-254,0.11267,0.14072,True,False,378,0.74501,0,,0,,Lower-priority / background candidate
1513,NDUFC2,0,0.53307,0.54809,0.69951,0.65098,0.55623,0.70637,0.81108,0.75069,802,531,342,451,460,-0.16645,-0.25485,False,True,457,0.70609,0,,0,,Lower-priority / background candidate
1514,ZNFX1,1,0.63546,0.50262,0.44115,0.479,0.71025,0.56011,0.40886,0.45485,524,795,1068,985,-544,0.19431,0.30138,True,False,837,0.53352,0,,0,,Lower-priority / background candidate
1515,METTL1,1,0.54357,0.53274,0.54282,0.52152,0.56842,0.66371,0.56344,0.52465,780,608,789,859,-9,0.00075,0.00499,True,False,734,0.58006,0,,0,,Lower-priority / background candidate
1516,NOA1,0,0.35238,0.54889,0.35023,0.26815,0.28421,0.70914,0.26039,0.12133,1293,526,1336,1587,-43,0.00215,0.02382,True,False,1234,0.34377,0,,0,,Lower-priority / background candidate
1517,ACTRT3,1,0.21856,0.39456,0.22813,0.39224,0.06593,0.12355,0.0892,0.31191,1687,1583,1645,1243,42,-0.00956,-0.02327,False,True,1658,0.14765,0,,0,,Current-positive low-rank / possible model miss
1518,RASGRP1,0,0.60815,0.39398,0.6278,0.67803,0.66704,0.12133,0.69695,0.80055,602,1587,548,361,54,-0.01965,-0.02992,False,True,750,0.57147,0,,0,,Lower-priority / background candidate
1519,GPR176,0,0.4246,0.47318,0.44631,0.45872,0.39114,0.43656,0.41884,0.42548,1100,1018,1050,1038,50,-0.02171,-0.0277,False,True,1077,0.41801,0,,0,,Lower-priority / background candidate
1520,APLP1,0,0.57298,0.34032,0.5732,0.56402,0.61219,0.02161,0.61108,0.59557,701,1767,703,731,-2,-0.00022,0.00111,True,False,981,0.46011,0,,0,,Lower-priority / background candidate
1521,SLC2A2,1,0.37987,0.47677,0.35706,0.54674,0.33075,0.45042,0.27313,0.56454,1209,993,1313,787,-104,0.02281,0.05762,True,False,1107,0.40471,1,Glucose_metabolism_transport,0,,Current-positive low-rank / possible model miss
1522,TNFRSF19,0,0.80037,0.62783,0.71642,0.70432,0.93684,0.87479,0.841,0.84986,115,227,288,272,-173,0.08395,0.09584,True,False,135,0.87562,0,,0,,High-ranked current-negative candidate requiring audit
1523,PIGT,1,0.79956,0.69693,0.74696,0.67366,0.93518,0.97285,0.88864,0.79169,118,50,202,377,-84,0.0526,0.04654,True,False,106,0.89709,0,,0,,Known/current-positive high-confidence recovery
1524,SETD5,0,0.77666,0.59211,0.788,0.75582,0.90914,0.81884,0.94127,0.93241,165,328,107,123,58,-0.01133,-0.03213,False,True,98,0.90042,0,,0,,High-ranked current-negative candidate requiring audit
1525,PLEKHA4,1,0.42063,0.52537,0.46043,0.45709,0.38338,0.63102,0.4349,0.42105,1114,667,1021,1046,93,-0.0398,-0.05152,False,True,967,0.46759,0,,0,,Lower-priority / background candidate
1526,RBMS1,1,0.56342,0.38062,0.55358,0.64466,0.59557,0.08421,0.58006,0.7374,731,1654,759,475,-28,0.00985,0.01551,True,False,907,0.49931,0,,0,,Lower-priority / background candidate
1527,ADAD1,1,0.78716,0.65581,0.80258,0.73145,0.92133,0.92299,0.959,0.89141,143,140,75,197,68,-0.01542,-0.03767,False,True,63,0.92368,0,,0,,Known/current-positive high-confidence recovery
1528,MBOAT1,1,0.7478,0.67002,0.75956,0.54403,0.87258,0.94349,0.9097,0.55956,231,103,164,796,67,-0.01176,-0.03712,False,True,224,0.82133,0,,0,,Lower-priority / background candidate
1529,SLC39A10,0,0.22145,0.49623,0.20184,0.2277,0.07036,0.53407,0.05706,0.06371,1679,842,1703,1691,-24,0.01962,0.0133,True,False,1592,0.1813,0,,0,,Lower-priority / background candidate
1530,QRICH2,0,0.53787,0.47136,0.54776,0.60152,0.56233,0.42826,0.57008,0.6615,791,1033,777,612,14,-0.00989,-0.00776,False,True,786,0.55554,0,,0,,Lower-priority / background candidate
1531,TMEM88,0,0.16801,0.4801,0.19459,0.20426,0.01718,0.46371,0.05042,0.03656,1775,969,1715,1740,60,-0.02658,-0.03324,False,True,1663,0.14197,0,,0,,Lower-priority / background candidate
1532,LIPH,1,0.7314,0.49555,0.80115,0.79828,0.8482,0.5313,0.95679,0.97618,275,847,79,44,196,-0.06975,-0.10859,False,True,213,0.82812,0,,0,,Lower-priority / background candidate
1533,TBX3,1,0.53818,0.41543,0.62502,0.66045,0.56344,0.19612,0.69086,0.76565,789,1452,559,424,230,-0.08684,-0.12742,False,True,791,0.55402,0,,0,,Lower-priority / background candidate
1534,SENP6,1,0.43306,0.3454,0.30536,0.39873,0.40443,0.02715,0.1928,0.32465,1076,1757,1458,1220,-382,0.1277,0.21163,True,False,1466,0.23726,0,,0,,Current-positive low-rank / possible model miss
1535,SCGB1D2,1,0.72585,0.51427,0.7512,0.7003,0.83656,0.60055,0.89695,0.84155,296,722,187,287,109,-0.02536,-0.06039,False,True,276,0.79391,0,,0,,Lower-priority / background candidate
1536,KCNB2,1,0.80234,0.6084,0.79248,0.73329,0.94072,0.84432,0.94737,0.89418,108,282,96,192,12,0.00986,-0.00665,False,True,86,0.90665,0,,0,,Known/current-positive high-confidence recovery
1537,HMGB1,0,0.56944,0.4663,0.57705,0.59507,0.60776,0.40609,0.61662,0.65152,709,1073,693,630,16,-0.00761,-0.00886,False,True,754,0.5705,0,,0,,Lower-priority / background candidate
1538,GLP2R,0,0.69059,0.51602,0.75548,0.70397,0.78837,0.60609,0.90471,0.84875,383,712,173,274,210,-0.06489,-0.11634,False,True,286,0.78698,0,,0,,Lower-priority / background candidate
1539,SLC30A8,0,0.30394,0.41089,0.2949,0.29671,0.21053,0.18172,0.17507,0.16565,1426,1478,1490,1507,-64,0.00904,0.03546,True,False,1587,0.18324,3,Beta_cell_function_development; Insulin_secretion_KATP_Ca; Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
1540,SLC25A22,1,0.64145,0.46503,0.67762,0.63992,0.71911,0.40388,0.78006,0.72853,508,1077,398,491,110,-0.03618,-0.06094,False,True,556,0.65789,0,,0,,Lower-priority / background candidate
1541,CDKN2C,0,0.59889,0.44168,0.51699,0.61958,0.65485,0.3036,0.52465,0.68754,624,1258,859,565,-235,0.0819,0.13019,True,False,816,0.54266,0,,0,,Lower-priority / background candidate
1542,UBALD2,0,0.54715,0.50704,0.50788,0.53694,0.57396,0.57729,0.51136,0.54958,770,764,883,814,-113,0.03927,0.0626,True,False,792,0.55305,0,,0,,Lower-priority / background candidate
1543,HECTD1,1,0.7263,0.52643,0.72724,0.6945,0.83823,0.63934,0.85928,0.83269,293,652,255,303,38,-0.00095,-0.02105,False,True,279,0.79238,0,,0,,Lower-priority / background candidate
1544,TMEM132B,1,0.3234,0.45002,0.34049,0.33263,0.24266,0.34017,0.23934,0.22272,1368,1192,1374,1404,-6,-0.01709,0.00332,True,False,1411,0.26122,0,,0,,Current-positive low-rank / possible model miss
1545,RAP1GAP,1,0.516,0.43664,0.44524,0.58826,0.52909,0.28199,0.41551,0.63878,851,1297,1056,653,-205,0.07077,0.11357,True,False,969,0.46634,0,,0,,Lower-priority / background candidate
1546,RAB41,1,0.39706,0.45127,0.3042,0.3058,0.35069,0.3446,0.19058,0.17784,1173,1184,1462,1485,-289,0.09286,0.16011,True,False,1400,0.26593,0,,0,,Current-positive low-rank / possible model miss
1547,C1ORF167,0,0.76874,0.6585,0.67704,0.51107,0.89972,0.92742,0.77784,0.50859,182,132,402,888,-220,0.0917,0.12188,True,False,302,0.77839,0,,0,,Lower-priority / background candidate
1548,GOLT1B,0,0.64104,0.56526,0.68062,0.66174,0.71745,0.75623,0.78504,0.76842,511,441,389,419,122,-0.03959,-0.06759,False,True,349,0.75679,0,,0,,Lower-priority / background candidate
1549,PAAF1,0,0.31321,0.29434,0.24616,0.3023,0.22881,0.00166,0.11745,0.17285,1393,1803,1594,1494,-201,0.06706,0.11136,True,False,1674,0.13019,0,,0,,Lower-priority / background candidate
1550,PIAS1,0,0.41348,0.44433,0.2929,0.42863,0.37562,0.3169,0.17064,0.38006,1128,1234,1498,1120,-370,0.12058,0.20499,True,False,1306,0.3108,0,,0,,Lower-priority / background candidate
1551,UBASH3A,1,0.80271,0.60701,0.73697,0.71445,0.94238,0.84266,0.87368,0.86593,105,285,229,243,-124,0.06574,0.0687,True,False,125,0.88116,0,,0,,Known/current-positive high-confidence recovery
1552,CEP43,0,0.54692,0.69905,0.50938,0.25572,0.57341,0.97341,0.51357,0.1036,771,49,879,1619,-108,0.03754,0.05983,True,False,817,0.541,0,,0,,Lower-priority / background candidate
1553,CRISP1,1,0.47914,0.45062,0.43327,0.41428,0.46981,0.34183,0.39668,0.34737,958,1189,1090,1179,-132,0.04587,0.07313,True,False,1138,0.38892,0,,0,,Current-positive low-rank / possible model miss
1554,SPMIP10,0,0.36084,0.37865,0.31002,0.36896,0.29695,0.08144,0.19668,0.2759,1270,1659,1451,1308,-181,0.05082,0.10028,True,False,1527,0.21274,0,,0,,Lower-priority / background candidate
1555,P4HA2,1,0.32127,0.44022,0.30253,0.29364,0.23878,0.30138,0.18781,0.16233,1375,1262,1467,1513,-92,0.01874,0.05097,True,False,1500,0.22258,0,,0,,Current-positive low-rank / possible model miss
1556,C10ORF71,0,0.18507,0.38117,0.18393,0.24293,0.02992,0.08643,0.03989,0.08864,1752,1650,1734,1646,18,0.00114,-0.00997,False,True,1769,0.06122,0,,0,,Lower-priority / background candidate
1557,NDUFA13,1,0.24703,0.43784,0.24988,0.28663,0.11025,0.28698,0.12133,0.15069,1607,1288,1587,1534,20,-0.00285,-0.01108,False,True,1620,0.16731,1,Mitochondrial_complex_I_OXPHOS,0,,Current-positive low-rank / possible model miss
1558,GAL3ST2,1,0.75059,0.51101,0.77261,0.74185,0.8759,0.58726,0.92687,0.91246,225,746,133,159,92,-0.02202,-0.05097,False,True,217,0.82562,0,,0,,Lower-priority / background candidate
1559,XKR6,1,0.55328,0.33605,0.51932,0.64934,0.58504,0.01662,0.52853,0.74681,750,1776,852,458,-102,0.03395,0.05651,True,False,964,0.46925,0,,0,,Lower-priority / background candidate
1560,ZFP64,0,0.79623,0.38444,0.71409,0.7653,0.93019,0.09252,0.83767,0.94515,127,1639,294,100,-167,0.08214,0.09252,True,False,464,0.70138,0,,0,,Lower-priority / background candidate
1561,LINGO1,0,0.29106,0.42508,0.19426,0.20992,0.1856,0.23324,0.04986,0.04543,1471,1385,1716,1724,-245,0.09679,0.13574,True,False,1677,0.12853,0,,0,,Lower-priority / background candidate
1562,EXOC2,0,0.59016,0.54712,0.65926,0.60586,0.63601,0.70305,0.74903,0.66814,658,537,454,600,204,-0.0691,-0.11302,False,True,493,0.68906,0,,0,,Lower-priority / background candidate
1563,CERKL,0,0.45198,0.46771,0.50644,0.5098,0.43102,0.41274,0.5097,0.50637,1028,1061,886,892,142,-0.05446,-0.07867,False,True,973,0.46496,0,,0,,Lower-priority / background candidate
1564,B3GNT7,1,0.46237,0.53032,0.53758,0.50983,0.44654,0.65152,0.55623,0.50692,1000,630,802,891,198,-0.07521,-0.1097,False,True,820,0.5403,0,,0,,Lower-priority / background candidate
1565,CCDC83,1,0.66389,0.47218,0.59606,0.6497,0.75125,0.43158,0.64654,0.74737,450,1027,639,457,-189,0.06783,0.10471,True,False,592,0.64418,0,,0,,Lower-priority / background candidate
1566,PRTG,0,0.17951,0.47467,0.27902,0.29978,0.02604,0.441,0.15457,0.16842,1759,1010,1527,1502,232,-0.0995,-0.12853,False,True,1551,0.19751,0,,0,,Lower-priority / background candidate
1567,ARL6IP6,1,0.57309,0.53789,0.50714,0.58056,0.6133,0.6759,0.51025,0.62936,699,586,885,670,-186,0.06595,0.10305,True,False,672,0.6072,0,,0,,Lower-priority / background candidate
1568,RIMBP2,0,0.30628,0.41053,0.37767,0.30636,0.21718,0.18006,0.30803,0.18006,1414,1481,1250,1481,164,-0.07139,-0.09086,False,True,1504,0.22133,0,,0,,Lower-priority / background candidate
1569,NDUFAF1,1,0.55016,0.38336,0.57496,0.59265,0.57895,0.0903,0.61551,0.64875,761,1643,695,635,66,-0.0248,-0.03656,False,True,941,0.48338,0,,0,,Lower-priority / background candidate
1570,GLIS3,0,0.48267,0.44014,0.52143,0.67275,0.48033,0.30083,0.5313,0.78837,939,1263,847,383,92,-0.03876,-0.05097,False,True,856,0.52521,2,Beta_cell_function_development; Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
1571,TOR1AIP2,0,0.26202,0.42966,0.30447,0.3188,0.14017,0.25263,0.19114,0.20222,1553,1350,1461,1441,92,-0.04246,-0.05097,False,True,1556,0.19654,0,,0,,Lower-priority / background candidate
1572,SDK2,0,0.30961,0.39047,0.28564,0.33374,0.22161,0.1108,0.16288,0.22548,1406,1606,1512,1399,-106,0.02397,0.05873,True,False,1594,0.18019,0,,0,,Lower-priority / background candidate
1573,IGFLR1,0,0.19196,0.48966,0.30626,0.38643,0.03823,0.50416,0.19446,0.30416,1737,896,1455,1257,282,-0.1143,-0.15623,False,True,1414,0.26025,0,,0,,Lower-priority / background candidate
1574,MBNL1,0,0.23254,0.40116,0.24324,0.31622,0.08476,0.14404,0.10914,0.19889,1653,1546,1609,1447,44,-0.0107,-0.02438,False,True,1668,0.13421,0,,0,,Lower-priority / background candidate
1575,RALY,0,0.30199,0.41618,0.3489,0.41385,0.20776,0.19945,0.25762,0.34626,1431,1446,1341,1181,90,-0.04691,-0.04986,False,True,1430,0.25277,0,,0,,Lower-priority / background candidate
1576,TMEM208,0,0.36875,0.49349,0.30357,0.32346,0.31191,0.52244,0.19003,0.20886,1243,863,1463,1429,-220,0.06517,0.12188,True,False,1314,0.30831,0,,0,,Lower-priority / background candidate
1577,SEPTIN12,1,0.80044,0.5902,0.7719,0.71872,0.9374,0.81551,0.92632,0.87036,114,334,134,235,-20,0.02854,0.01108,True,False,117,0.8874,0,,0,,Known/current-positive high-confidence recovery
1578,PRR12,1,0.72433,0.37839,0.68863,0.74072,0.83324,0.07978,0.79668,0.91191,302,1662,368,160,-66,0.0357,0.03656,True,False,564,0.6554,0,,0,,Lower-priority / background candidate
1579,GRP,1,0.78074,0.574,0.78395,0.78769,0.91357,0.77341,0.93629,0.96898,157,410,116,57,41,-0.00321,-0.02272,False,True,105,0.89806,0,,0,,Known/current-positive high-confidence recovery
1580,KLHL42,0,0.29417,0.54099,0.2584,0.22343,0.18947,0.68421,0.13352,0.05873,1464,571,1565,1700,-101,0.03578,0.05596,True,False,1399,0.26648,0,,0,,Lower-priority / background candidate
1581,HSD17B12,1,0.22066,0.42756,0.18663,0.26044,0.06925,0.24155,0.04321,0.1108,1681,1370,1728,1606,-47,0.03403,0.02604,True,False,1697,0.1162,0,,0,,Current-positive low-rank / possible model miss
1582,CEP128,0,0.55741,0.4353,0.54997,0.62543,0.59169,0.27368,0.57452,0.70305,738,1312,769,537,-31,0.00744,0.01718,True,False,831,0.53573,0,,0,,Lower-priority / background candidate
1583,MARCKS,1,0.65264,0.62302,0.56679,0.56781,0.7374,0.86759,0.59668,0.60388,475,240,729,716,-254,0.08585,0.14072,True,False,463,0.70138,0,,0,,Lower-priority / background candidate
1584,H2BC14,1,0.6958,0.43687,0.69368,0.73793,0.79834,0.28366,0.80111,0.90249,365,1294,360,177,5,0.00212,-0.00277,False,True,476,0.6964,0,,0,,Lower-priority / background candidate
1585,PPP2R1A,1,0.76593,0.60276,0.69628,0.55231,0.89584,0.83656,0.80499,0.57452,189,296,353,769,-164,0.06965,0.09086,True,False,303,0.77798,0,,0,,Lower-priority / background candidate
