rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean
9683,MONDO_0005148,direct_only,ENSG00000148734,NPFFR1,neuropeptide FF receptor 1,0.0014783194187388,,,,,,0.0121586159522324,0.92719249862107,,1.0,0.0,,1.0,1.0,0.0,,-0.2345658813152334,0.3488349999999997,0.0,0.5,0.75,0.0,,,,,,,,9445
9684,MONDO_0005148,direct_only,ENSG00000197085,NPSR1-AS1,NPSR1 antisense RNA 1,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9446
9686,MONDO_0005148,direct_only,ENSG00000129535,NRL,neural retina leucine zipper,0.0014783194187388,,,,,,0.0121586159522324,0.9457253171538886,,0.0,0.0,,0.0,0.0,0.0,,-0.3072561471501001,0.4725749999999998,0.0,0.0,1.0,0.0,,,,,,,,9447
9688,MONDO_0005148,direct_only,ENSG00000171119,NRTN,neurturin,0.0014783194187388,,,,,,0.0121586159522324,0.307446221731936,,0.0,0.0,,0.0,0.0,1.0,,-0.3062748057817091,0.3147199999999998,0.0,0.0,0.5,0.0,,,,,,,,9448
9689,MONDO_0005148,direct_only,ENSG00000164346,NSA2,NSA2 ribosome biogenesis factor,0.0014783194187388,,,,,,0.0121586159522324,-0.1010479867622724,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.96154,,-1.0,-1.0,-1.0,,,,,,,,9449
9690,MONDO_0005148,direct_only,ENSG00000083635,NUFIP1,nuclear FMR1 interacting protein 1,0.0014783194187388,,,,,,0.0121586159522324,-0.1774958632101488,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,-1.0,-1.0,-1.0,,,,,,,,9450
9691,MONDO_0005148,direct_only,ENSG00000162231,NXF1,nuclear RNA export factor 1,0.0014783194187388,,,,,,0.0121586159522324,-0.5605074462217319,,0.0,0.0,,0.0,0.0,0.0,,,0.555735,0.0,-1.0,-1.0,-1.0,,,,,,,,9451
9692,MONDO_0005148,direct_only,ENSG00000122543,OCM,oncomodulin,0.0014783194187388,,,,,,0.0121586159522324,0.8916712630998345,,0.0,0.0,,0.0,1.0,0.0,,-0.1550237157312592,0.4036700000000003,-0.9541275,0.5,0.5,0.0,,,,,,,,9452
9693,MONDO_0005148,direct_only,ENSG00000118733,OLFM3,olfactomedin 3,0.0014783194187388,,,,,,0.0121586159522324,-0.5819084390512962,,0.0,0.0,,0.0,0.0,1.0,,,0.7816600000000001,-0.08297,0.5,0.75,0.0,,,,,,,,9453
9694,MONDO_0005148,direct_only,ENSG00000170790,OR10A2,olfactory receptor family 10 subfamily A member 2,0.0014783194187388,,,,,,0.0121586159522324,0.7447324875896304,,0.0,0.0,,0.0,1.0,0.0,,,0.60396,-0.8927399999999999,,,0.0,,,,,,,,9454
9695,MONDO_0005148,direct_only,ENSG00000167360,OR51Q1,olfactory receptor family 51 subfamily Q member 1,0.0014783194187388,,,,,,0.0121586159522324,0.9637065637065636,,0.0,0.0,,0.0,1.0,0.0,,,0.1798099999999998,0.0,,,0.0,,,,,,,,9455
9696,MONDO_0005148,direct_only,ENSG00000110048,OSBP,oxysterol binding protein,0.0014783194187388,,,,,,0.0121586159522324,-0.802095973524545,,1.0,0.0,,1.0,0.0,0.0,,0.0,0.7831449999999996,0.0,-1.0,-1.0,0.0,,,,,,,,9456
9697,MONDO_0005148,direct_only,ENSG00000174944,P2RY14,purinergic receptor P2Y14,0.0014783194187388,,,,,,0.0121586159522324,0.8798676227247655,1.0,1.0,0.0,,1.0,1.0,0.0,,-0.8507315923732969,0.1568049999999999,0.0,0.0,0.5,0.0,,,,,,,,9457
9698,MONDO_0005148,direct_only,ENSG00000170515,PA2G4,proliferation-associated 2G4,0.0014783194187388,,,,,,0.0121586159522324,-0.9364589078874792,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.9492400000000004,0.0,-1.0,-1.0,-1.0,,,,,,,,9458
9699,MONDO_0005148,direct_only,ENSG00000090060,PAPOLA,poly(A) polymerase alpha,0.0014783194187388,,,,,,0.0121586159522324,-0.9478212906784336,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.77181,-0.3053699999999999,-1.0,-1.0,0.0,,,,,,,,9459
9700,MONDO_0005148,direct_only,ENSG00000256040,PAPPA-AS1,PAPPA antisense RNA 1,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,0.0,0.0,,,,,,,,,,,,,,,9460
9701,MONDO_0005148,direct_only,ENSG00000152931,PART1,prostate androgen-regulated transcript 1,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9461
9702,MONDO_0005148,direct_only,ENSG00000132570,PCBD2,pterin-4 alpha-carbinolamine dehydratase 2,0.0014783194187388,,,,,,0.0121586159522324,0.5149476006618863,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,-1.0,0.5,0.0,,,,,,,,9462
9703,MONDO_0005148,direct_only,ENSG00000248485,PCP4L1,Purkinje cell protein 4 like 1,0.0014783194187388,,,,,,0.0121586159522324,0.8699393270821842,,0.0,0.0,,0.0,0.0,0.0,,-0.4395229065692238,0.3382350000000002,0.0,0.0,0.5,0.0,,,,,,,,9463
9704,MONDO_0005148,direct_only,ENSG00000121440,PDZRN3,PDZ domain containing ring finger 3,0.0014783194187388,,,,,,0.0121586159522324,-0.5790402647545505,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.727955,0.0,0.0,-1.0,0.0,,,,,,,,9464
9705,MONDO_0005148,direct_only,ENSG00000166821,PEX11A,peroxisomal biogenesis factor 11 alpha,0.0014783194187388,,,,,,0.0121586159522324,0.6570325427468284,,0.0,0.0,,0.0,0.0,0.0,,-0.7640471144110552,0.0,0.0,0.0,-1.0,0.0,,,,,,,,9465
9706,MONDO_0005148,direct_only,ENSG00000162735,PEX19,peroxisomal biogenesis factor 19,0.0014783194187388,,,,,,0.0121586159522324,0.1766133480419194,,0.0,0.0,,0.0,0.0,0.0,,-0.4988680149555133,0.5317749999999997,,-1.0,-1.0,0.0,,,,,,,,9466
9707,MONDO_0005148,direct_only,ENSG00000112357,PEX7,peroxisomal biogenesis factor 7,0.0014783194187388,,,,,,0.0121586159522324,-0.0490899062327633,,0.0,0.0,,0.0,0.0,0.0,,-0.9169334363795484,0.5201250000000002,0.0,-1.0,-1.0,0.0,,,,,,,,9467
9709,MONDO_0005148,direct_only,ENSG00000112419,PHACTR2,phosphatase and actin regulator 2,0.0014783194187388,,,,,,0.0121586159522324,-0.5706563706563706,,0.0,0.0,,0.0,1.0,0.0,,,0.0232550000000003,0.0,-1.0,0.5,0.0,,,,,,,,9468
9710,MONDO_0005148,direct_only,ENSG00000107537,PHYH,phytanoyl-CoA 2-hydroxylase,0.0014783194187388,,,,,,0.0121586159522324,0.3109762824048538,,0.0,0.0,,0.0,0.0,0.0,,-0.8771657218331077,0.0,,-1.0,0.5,0.0,,,,,,,,9469
9711,MONDO_0005148,direct_only,ENSG00000154864,PIEZO2,piezo type mechanosensitive ion channel component 2,0.0014783194187388,,,,,,0.0121586159522324,-0.6179812465526751,,0.0,0.0,,0.0,1.0,0.0,,-0.4970215693034829,0.4938899999999996,0.0,0.0,-1.0,,,,,,,,,9470
9713,MONDO_0005148,direct_only,ENSG00000140451,PIF1,PIF1 5'-to-3' DNA helicase,0.0014783194187388,,,,,,0.0121586159522324,0.6182018753447325,,0.0,0.0,,0.0,0.0,0.0,,,0.3135750000000001,,0.0,0.5,0.0,,,,,,,,9471
9714,MONDO_0005148,direct_only,ENSG00000258724,PINX1,PIN2 (TERF1) interacting telomerase inhibitor 1 ,0.0014783194187388,,,,,,0.0121586159522324,0.7853281853281853,,,,,,,,,,,,0.5,0.5,0.0,,,,,,,,9472
9715,MONDO_0005148,direct_only,ENSG00000186111,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,0.0014783194187388,,,,,,0.0121586159522324,-0.3646993932708218,,1.0,0.0,255.0,1.0,0.0,0.0,,-0.9280305740599988,0.5134749999999997,0.0,-1.0,0.5,0.0,,,,,,,,9473
9716,MONDO_0005148,direct_only,ENSG00000197181,PIWIL2,piwi like RNA-mediated gene silencing 2,0.0014783194187388,,,,,,0.0121586159522324,-0.2813017098731384,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3987650000000002,0.0,0.0,1.0,0.0,,,,,,,,9474
9718,MONDO_0005148,direct_only,ENSG00000188089,PLA2G4E,phospholipase A2 group IVE,0.0014783194187388,,,,,,0.0121586159522324,0.0666298952013237,,0.0,0.0,,0.0,0.0,0.0,,-0.2250006052517031,0.0,0.0,0.5,1.0,0.0,,,,,,,,9475
9719,MONDO_0005148,direct_only,ENSG00000129219,PLD2,phospholipase D2,0.0014783194187388,,,,,,0.0121586159522324,-0.061665747380033,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.5016100000000001,0.0,-1.0,0.5,0.0,,,,,,,,9476
9721,MONDO_0005148,direct_only,ENSG00000107020,PLGRKT,plasminogen receptor with a C-terminal lysine,0.0014783194187388,,,,,,0.0121586159522324,0.9835631549917264,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1156449999999999,,-1.0,-1.0,0.0,,,,,,,,9477
9722,MONDO_0005148,direct_only,ENSG00000141934,PLPP2,phospholipid phosphatase 2,0.0014783194187388,,,,,,0.0121586159522324,0.247104247104247,,0.0,0.0,,0.0,1.0,0.0,,,0.3055549999999997,0.0,0.0,0.5,0.0,,,,,,,,9478
9723,MONDO_0005148,direct_only,ENSG00000114554,PLXNA1,plexin A1,0.0014783194187388,,,,,,0.0121586159522324,-0.7032542746828461,,0.0,0.0,,0.0,0.0,0.0,,-0.0522871345222519,0.79694,-0.1547999999999998,0.0,-1.0,0.0,,,,,,,,9479
9725,MONDO_0005148,direct_only,ENSG00000100417,PMM1,phosphomannomutase 1,0.0014783194187388,,,,,,0.0121586159522324,0.1778268063982349,,0.0,0.0,,0.0,0.0,0.0,,,0.7519100000000002,-0.0935124999999999,-1.0,-1.0,0.0,,,,,,,,9480
9726,MONDO_0005148,direct_only,ENSG00000266200,PNLIPRP2,pancreatic lipase related protein 2 (gene/pseudogene),0.0014783194187388,,,,,,0.0121586159522324,0.465857694429123,,,,,,0.0,1.0,,0.0,0.0,-0.0724949999999999,0.5,1.0,,,,,,,,,9481
9727,MONDO_0005148,direct_only,ENSG00000032444,PNPLA6,"patatin like domain 6, lysophospholipase ",0.0014783194187388,,,,,,0.0121586159522324,-0.1677881963596249,,0.0,0.0,,0.0,0.0,0.0,,-0.9148329599888522,0.6410249999999997,0.0,-1.0,-1.0,0.0,,,,,,,,9482
9728,MONDO_0005148,direct_only,ENSG00000181222,POLR2A,RNA polymerase II subunit A,0.0014783194187388,,,,,,0.0121586159522324,-0.9555432984004412,,,,255.0,,0.0,0.0,,-0.4838095604031475,0.8020299999999999,0.0,1.0,0.5,,,,,,,,,9483
9729,MONDO_0005148,direct_only,ENSG00000099817,POLR2E,"RNA polymerase II, I and III subunit E",0.0014783194187388,,,,,,0.0121586159522324,0.6979591836734693,,0.0,0.0,,0.0,0.0,0.0,,,0.92857,,-1.0,-1.0,-1.0,,,,,,,,9484
9731,MONDO_0005148,direct_only,ENSG00000272391,POM121C,POM121 transmembrane nucleoporin C,0.0014783194187388,,,,,,0.0121586159522324,-0.6403750689464975,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,-0.9316099999999998,-1.0,-1.0,0.0,,,,,,,,9485
9732,MONDO_0005148,direct_only,ENSG00000086717,PPEF1,protein phosphatase with EF-hand domain 1,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.5,0.75,0.0,,,,,,,,9486
9733,MONDO_0005148,direct_only,ENSG00000213639,PPP1CB,protein phosphatase 1 catalytic subunit beta,0.0014783194187388,,,,,,0.0121586159522324,-0.9260893546607832,,0.0,0.0,,0.0,0.0,0.0,,-0.3074028175658705,1.0,-0.7094799999999999,-1.0,-1.0,-1.0,,,,,,,,9487
9734,MONDO_0005148,direct_only,ENSG00000149923,PPP4C,protein phosphatase 4 catalytic subunit,0.0014783194187388,,,,,,0.0121586159522324,-0.7844456701599558,,0.0,0.0,,1.0,1.0,0.0,,-0.4580197190296931,1.0,-0.153095,-1.0,-1.0,-1.0,,,,,,,,9488
9736,MONDO_0005148,direct_only,ENSG00000175785,PRIMA1,proline rich membrane anchor 1,0.0014783194187388,,,,,,0.0121586159522324,0.1557639271924986,,0.0,0.0,,0.0,1.0,0.0,,,0.5751649999999998,,0.0,0.5,0.0,,,,,,,,9489
9737,MONDO_0005148,direct_only,ENSG00000204941,PSG5,pregnancy specific beta-1-glycoprotein 5,0.0014783194187388,,,,,,0.0121586159522324,0.8202978488692774,,0.0,0.0,,0.0,0.0,1.0,,-0.4732399532828793,,-0.7238800000000001,1.0,1.0,0.0,,,,,,,,9490
9738,MONDO_0005148,direct_only,ENSG00000143106,PSMA5,proteasome 20S subunit alpha 5,0.0014783194187388,,,,,,0.0121586159522324,-0.8726971869829012,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.0352354342189631,1.0,0.0,-1.0,-1.0,-1.0,,,,,,,,9491
9739,MONDO_0005148,direct_only,ENSG00000159352,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4",0.0014783194187388,,,,,,0.0121586159522324,-0.8911196911196911,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.8010599999999997,,-1.0,-1.0,-1.0,,,,,,,,9492
9740,MONDO_0005148,direct_only,ENSG00000132670,PTPRA,protein tyrosine phosphatase receptor type A,0.0014783194187388,,,,,,0.0121586159522324,-0.916492002206288,,1.0,0.0,,1.0,0.0,0.0,,-0.2695161860281739,0.7443899999999999,0.0,-1.0,-1.0,0.0,,,,,,,,9493
9741,MONDO_0005148,direct_only,ENSG00000106278,PTPRZ1,protein tyrosine phosphatase receptor type Z1,0.0014783194187388,,,,,,0.0121586159522324,-0.6921125206839492,,0.0,1.0,,1.0,0.0,1.0,,-0.3169055710063742,0.0971899999999998,0.0,0.0,1.0,0.0,,,,,,,,9494
9742,MONDO_0005148,direct_only,ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1,0.0014783194187388,,,,,,0.0121586159522324,0.477661334804192,,0.0,0.0,,1.0,0.0,0.0,,-0.7013752161918202,0.4200650000000003,-0.6159874999999999,0.0,0.5,0.0,,,,,,,,9495
9744,MONDO_0005148,direct_only,ENSG00000068976,PYGM,"glycogen phosphorylase, muscle associated",0.0014783194187388,,,,,,0.0121586159522324,-0.0118036403750689,,0.0,0.0,,1.0,,,,-0.7789031574152888,0.8515450000000001,-0.5902625,0.0,0.75,0.0,,,,,,,,9496
9745,MONDO_0005148,direct_only,ENSG00000181977,PYY3,peptide YY 3 (pseudogene),0.0014783194187388,,,,,,0.0121586159522324,,,,,,,0.0,1.0,,-0.305399894124887,,,,,,,,,,,,,9497
9746,MONDO_0005148,direct_only,ENSG00000168461,RAB31,"RAB31, member RAS oncogene family",0.0014783194187388,,,,,,0.0121586159522324,0.6937672366243794,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7179499999999998,-0.2692299999999999,-1.0,-1.0,0.0,,,,,,,,9498
9747,MONDO_0005148,direct_only,ENSG00000113522,RAD50,RAD50 double strand break repair protein,0.0014783194187388,,,,,,0.0121586159522324,-0.1387755102040816,,0.0,0.0,,0.0,0.0,0.0,,-0.904270684155526,0.61509,,-1.0,-1.0,0.0,,,,,255.0,,,9499
9748,MONDO_0005148,direct_only,ENSG00000101146,RAE1,ribonucleic acid export 1,0.0014783194187388,,,,,,0.0121586159522324,-0.782680639823497,,0.0,1.0,,0.0,0.0,0.0,,,0.932065,0.0,-1.0,0.5,-1.0,,,,,,,,9500
9749,MONDO_0005148,direct_only,ENSG00000162775,RBM15,RNA binding motif protein 15,0.0014783194187388,,,,,,0.0121586159522324,-0.95146166574738,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.64176,0.0,-1.0,0.5,0.0,,,,,,,,9501
9750,MONDO_0005148,direct_only,ENSG00000203867,RBM20,RNA binding motif protein 20,0.0014783194187388,,,,,,0.0121586159522324,-0.6112520683949255,,0.0,0.0,,0.0,0.0,0.0,,-0.966769807478562,0.0,0.0,0.0,0.5,0.0,,,,,,,,9502
9751,MONDO_0005148,direct_only,ENSG00000102317,RBM3,RNA binding motif protein 3,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7452249999999999,-0.2038225,-1.0,-1.0,0.0,,,,,,,,9503
9753,MONDO_0005148,direct_only,ENSG00000132819,RBM38,RNA binding motif protein 38,0.0014783194187388,,,,,,0.0121586159522324,-0.1738554881412024,,0.0,0.0,,0.0,0.0,0.0,,-0.8198727501751618,0.7280349999999999,-0.1945599999999999,-1.0,0.5,0.0,,,,,,,,9504
9754,MONDO_0005148,direct_only,ENSG00000089902,RCOR1,REST corepressor 1,0.0014783194187388,,,,,,0.0121586159522324,-0.4723662437948152,,1.0,0.0,,1.0,0.0,0.0,,,0.6082450000000001,0.0,-1.0,-1.0,0.0,,,,,,,,9505
9755,MONDO_0005148,direct_only,ENSG00000115255,REEP6,receptor accessory protein 6,0.0014783194187388,,,,,,0.0121586159522324,0.5533370104798676,,0.0,0.0,,0.0,0.0,0.0,,-0.3012671854168672,,0.0,0.0,0.5,0.0,,,,,,,,9506
9756,MONDO_0005148,direct_only,ENSG00000133111,RFXAP,regulatory factor X associated protein,0.0014783194187388,,,,,,0.0121586159522324,0.650965250965251,,0.0,0.0,,0.0,0.0,0.0,,-0.5608026770862686,0.0,,-1.0,-1.0,0.0,,,,,,,,9507
9757,MONDO_0005148,direct_only,ENSG00000138835,RGS3,regulator of G protein signaling 3,0.0014783194187388,,,,,,0.0121586159522324,-0.4833976833976834,,0.0,0.0,,0.0,1.0,0.0,,-0.0598972516488449,0.0,0.0,-1.0,0.5,0.0,,,,,,,,9508
9758,MONDO_0005148,direct_only,ENSG00000143248,RGS5,regulator of G protein signaling 5,0.0014783194187388,,,,,,0.0121586159522324,0.7432984004412575,,0.0,0.0,,0.0,0.0,0.0,,-0.810550749330296,0.5027650000000001,0.0,0.0,1.0,0.0,,,,,,,,9509
9759,MONDO_0005148,direct_only,ENSG00000143878,RHOB,ras homolog family member B,0.0014783194187388,,,,,,0.0121586159522324,-0.1843353557639272,,0.0,0.0,,0.0,1.0,0.0,,-0.5108677546310344,1.0,-0.5918375000000001,-1.0,0.5,0.0,,,,,,,,9510
9760,MONDO_0005148,direct_only,ENSG00000164292,RHOBTB3,Rho related BTB domain containing 3,0.0014783194187388,,,,,,0.0121586159522324,-0.3321566464423607,,0.0,0.0,,0.0,0.0,0.0,,-0.788710860648964,0.7872349999999997,0.0,-1.0,-1.0,0.0,,,,,,,,9511
9761,MONDO_0005148,direct_only,ENSG00000243905,RN7SL679P,"RNA, 7SL, cytoplasmic 679, pseudogene",0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,-0.6217099999999999,,,,,,,,,,,9512
9762,MONDO_0005148,direct_only,ENSG00000165799,RNASE7,ribonuclease A family member 7,0.0014783194187388,,,,,,0.0121586159522324,0.9130722559293988,,0.0,0.0,,0.0,0.0,1.0,,,,-0.4230775000000001,0.5,0.5,0.0,,,,,,,,9513
9764,MONDO_0005148,direct_only,ENSG00000181481,RNF135,ring finger protein 135,0.0014783194187388,,,,,,0.0121586159522324,0.6789851075565361,,0.0,0.0,,0.0,0.0,0.0,,-0.1427159954401025,,0.0,-1.0,-1.0,0.0,,,,,,,,9514
9765,MONDO_0005148,direct_only,ENSG00000197713,RPE,ribulose-5-phosphate-3-epimerase,0.0014783194187388,,,,,,0.0121586159522324,0.0355212355212355,,0.0,0.0,,0.0,1.0,0.0,,-0.7240356332391445,0.8684199999999997,-0.901315,-1.0,-1.0,-1.0,,,,,,,,9515
9766,MONDO_0005148,direct_only,ENSG00000156313,RPGR,retinitis pigmentosa GTPase regulator,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,0.0,0.0,0.0,,-0.7982114791139594,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,9516
9767,MONDO_0005148,direct_only,ENSG00000145592,RPL37,ribosomal protein L37,0.0014783194187388,,,,,,0.0121586159522324,-0.8066188637617209,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,,-1.0,-1.0,-1.0,,,,,,,,9517
9768,MONDO_0005148,direct_only,ENSG00000232573,RPL3P4,ribosomal protein L3 pseudogene 4,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9518
9769,MONDO_0005148,direct_only,ENSG00000238103,RPL9P7,ribosomal protein L9 pseudogene 7,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9519
9770,MONDO_0005148,direct_only,ENSG00000089157,RPLP0,ribosomal protein lateral stalk subunit P0,0.0014783194187388,,,,,,0.0121586159522324,-0.995146166574738,,1.0,0.0,,1.0,0.0,0.0,1.0,,,0.0,-1.0,-1.0,-1.0,,,,,,,,9520
9771,MONDO_0005148,direct_only,ENSG00000101413,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B,0.0014783194187388,,,,,,0.0121586159522324,-0.8200772200772201,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.969325,-0.1411049999999999,-1.0,0.5,0.0,,,,,,,,9521
9772,MONDO_0005148,direct_only,ENSG00000105193,RPS16,ribosomal protein S16,0.0014783194187388,,,,,,0.0121586159522324,-0.8757859900717043,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,0.0,-1.0,-1.0,-1.0,,,,,,,,9522
9773,MONDO_0005148,direct_only,ENSG00000008988,RPS20,ribosomal protein S20,0.0014783194187388,,,,,,0.0121586159522324,-0.7073359073359073,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.7812020579743125,1.0,,-1.0,-1.0,-1.0,,,,,,,,9523
9774,MONDO_0005148,direct_only,ENSG00000142937,RPS8,ribosomal protein S8,0.0014783194187388,,,,,,0.0121586159522324,-0.9933811362382792,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,,-1.0,-1.0,-1.0,,,,,,,,9524
9775,MONDO_0005148,direct_only,ENSG00000167524,RSKR,ribosomal protein S6 kinase related,0.0014783194187388,,,,,,0.0121586159522324,-0.0399338113623828,,0.0,0.0,,0.0,1.0,0.0,,,0.1829250000000001,0.0,0.5,0.5,,,,,,,,,9525
9776,MONDO_0005148,direct_only,ENSG00000183207,RUVBL2,RuvB like AAA ATPase 2,0.0014783194187388,,,,,,0.0121586159522324,-0.9257584114726972,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.9784,0.0,-1.0,0.5,-1.0,,,,,,,,9526
9777,MONDO_0005148,direct_only,ENSG00000118600,RXYLT1,ribitol xylosyltransferase 1,0.0014783194187388,,,,,,0.0121586159522324,0.2167677881963596,,0.0,0.0,,0.0,0.0,0.0,,-0.7080578562854503,0.1647849999999998,,0.0,-1.0,0.0,,,,,,,,9527
9778,MONDO_0005148,direct_only,ENSG00000020577,SAMD4A,sterile alpha motif domain containing 4A,0.0014783194187388,,,,,,0.0121586159522324,-0.4193050193050193,,0.0,0.0,,0.0,0.0,0.0,,-0.8068319483950173,0.75627,-0.0564075,0.0,0.5,0.0,,,,,,,,9528
9780,MONDO_0005148,direct_only,ENSG00000152700,SAR1B,secretion associated Ras related GTPase 1B,0.0014783194187388,,,,,,0.0121586159522324,0.2405956977385548,,0.0,0.0,,0.0,0.0,0.0,,-0.8630728718066416,0.9494950000000004,-0.747475,-1.0,-1.0,0.0,,,,,,,,9529
9781,MONDO_0005148,direct_only,ENSG00000111961,SASH1,SAM and SH3 domain containing 1,0.0014783194187388,,,,,,0.0121586159522324,-0.7806949806949807,,0.0,0.0,,0.0,0.0,0.0,,-0.5999398830430785,0.2622300000000003,0.0,0.0,-1.0,0.0,,,,,,,,9530
9782,MONDO_0005148,direct_only,ENSG00000151748,SAV1,salvador family WW domain containing protein 1,0.0014783194187388,,,,,,0.0121586159522324,-0.4258135686707115,,0.0,0.0,,0.0,0.0,0.0,,-0.9217663300265432,0.7127949999999998,0.0,-1.0,-1.0,0.0,,,,,,,,9531
9783,MONDO_0005148,direct_only,ENSG00000213079,SCAF8,SR-related CTD associated factor 8,0.0014783194187388,,,,,,0.0121586159522324,-0.9021511307225591,,0.0,0.0,,0.0,0.0,0.0,,-0.3074028175658705,0.5712049999999997,0.0,-1.0,-1.0,0.0,,,,,,,,9532
9784,MONDO_0005148,direct_only,ENSG00000143653,SCCPDH,saccharopine dehydrogenase (putative),0.0014783194187388,,,,,,0.0121586159522324,0.4971869829012687,,0.0,0.0,,0.0,0.0,0.0,,-0.3919596745280165,0.3589750000000002,,-1.0,-1.0,0.0,,,,,,,,9533
9785,MONDO_0005148,direct_only,ENSG00000161055,SCGB3A1,secretoglobin family 3A member 1,0.0014783194187388,,,,,,0.0121586159522324,0.9287369001654716,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.75,0.0,,,,,,,,9534
9786,MONDO_0005148,direct_only,ENSG00000000457,SCYL3,SCY1 like pseudokinase 3,0.0014783194187388,,,,,,0.0121586159522324,-0.4837286265857694,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1424399999999998,0.0,-1.0,-1.0,0.0,,,,,,,,9535
9788,MONDO_0005148,direct_only,ENSG00000232871,SEC1P,"secretory blood group 1, pseudogene",0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,-0.5108677546310344,,,,,,,,,,,,,9536
9787,MONDO_0005148,direct_only,ENSG00000293426,SEC1P,"secretory blood group 1, pseudogene ",0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9537
9789,MONDO_0005148,direct_only,ENSG00000008952,SEC62,SEC62 preprotein translocation factor,0.0014783194187388,,,,,,0.0121586159522324,-0.8043022614451186,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.6741849999999999,,-1.0,-1.0,0.0,,,,,,,,9538
9790,MONDO_0005148,direct_only,ENSG00000198832,SELENOM,selenoprotein M,0.0014783194187388,,,,,,0.0121586159522324,0.7267512410369554,,0.0,0.0,,0.0,0.0,0.0,,-0.1560163839918119,0.1724150000000001,0.0,-1.0,0.5,0.0,,,,,,,,9539
9791,MONDO_0005148,direct_only,ENSG00000198843,SELENOT,selenoprotein T,0.0014783194187388,,,,,,0.0121586159522324,-0.0387203530060672,,0.0,0.0,,0.0,0.0,0.0,,-0.7460383745677853,0.97436,,-1.0,-1.0,0.0,,,,,,,,9540
9792,MONDO_0005148,direct_only,ENSG00000186838,SELENOV,selenoprotein V,0.0014783194187388,,,,,,0.0121586159522324,0.7648097076668505,,0.0,0.0,,0.0,,,,,0.0,0.0,0.5,1.0,0.0,,,,,,,,9541
9793,MONDO_0005148,direct_only,ENSG00000186910,SERPINA11,serpin family A member 11,0.0014783194187388,,,,,,0.0121586159522324,0.4408163265306122,,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.5,1.0,0.0,,,,,,,,9542
