rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP
7523,MONDO_0005148,direct_only,ENSG00000166167,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,0.004694280120920187,,,,,,0.038608671738318036,-0.5139547710976282,,0,0,,0,1,0,,-0.0952047802637529,0.9338850000000001,-0.44215000000000015,-1,-1,0,,,,,,,
7524,MONDO_0005148,direct_only,ENSG00000158473,CD1D,CD1d molecule,0.004694280120920187,,,,,,0.038608671738318036,0.3767236624379482,,0,1,,0,0,0,,-0.81658799443801,0,0,0,0.5,0,,,,,,,
7525,MONDO_0005148,direct_only,ENSG00000143320,CRABP2,cellular retinoic acid binding protein 2,0.004691610933080798,,,,,,0.03858671868173762,0.6936569222283508,,0,1,,1,0,0,,-0.3779517094996446,0.6739150000000003,-0.3840575000000001,-1,0.75,0,,,,,,,
7526,MONDO_0005148,direct_only,ENSG00000023287,RB1CC1,RB1 inducible coiled-coil 1,0.004691610933080798,,,,,,0.03858671868173762,-0.8924434638720353,,0,0,,0,0,0,,-0.9491908021079021,0.4604750000000003,,-1,-1,0,,,,,,,
7527,MONDO_0005148,direct_only,ENSG00000197375,SLC22A5,solute carrier family 22 member 5,0.004691610933080798,,,,,,0.03858671868173762,-0.009156094870380604,,0,0,255,0,0,0,,-0.8895337625817751,0.2728900000000003,-0.41202749999999994,0,0.5,0,,,,,,,
7528,MONDO_0005148,direct_only,ENSG00000128311,TST,thiosulfate sulfurtransferase,0.004691610933080798,,,,,,0.03858671868173762,0.669277440706012,,0,0,,1,0,0,,-0.07147140820616377,0.5454549999999998,0,-1,0.5,0,,,,,,,
7529,MONDO_0005148,direct_only,ENSG00000057657,PRDM1,PR/SET domain 1,0.004681344826006223,,,,,,0.038502283848736,-0.8763375620518478,,0,0,,0,0,0,,-0.9201438611582232,0.3696950000000001,0,-1,0.5,0,,,,,255,,
7530,MONDO_0005148,direct_only,ENSG00000167748,KLK1,kallikrein 1,0.004648082639084599,,,,,,0.03822871498981077,0.4650854936569222,,1,0,,1,,,,-0.8781967687654368,0,-0.14122249999999995,0,0.75,0,,,,,,,
7531,MONDO_0005148,direct_only,ENSG00000182667,NTM,neurotrimin,0.004648082639084599,,,,,,0.03822871498981077,-0.6978488692774407,,0,0,,0,1,0,,,0.4225349999999999,-0.1901399999999999,0,0.5,0,,,,,,,
7532,MONDO_0005148,direct_only,ENSG00000182885,ADGRG3,adhesion G protein-coupled receptor G3,0.004619748183558772,,,,,,0.037995674850726316,-0.0669608383894098,,0,0,,0,1,0,,0,0,0,0,0.75,0,,,,,,,
7533,MONDO_0005148,direct_only,ENSG00000173467,AGR3,"anterior gradient 3, protein disulphide isomerase family member",0.004619748183558772,,,,,,0.037995674850726316,0.9596249310535026,,0,0,,0,0,0,,,0.5481949999999998,-0.06626499999999994,0,0.5,0,,,,,,,
7534,MONDO_0005148,direct_only,ENSG00000139133,ALG10,"ALG10 alpha-1,2-glucosyltransferase",0.004619748183558772,,,,,,0.037995674850726316,-0.11682294539437399,,0,0,255,0,0,0,,-0.8927444455487865,0.3128950000000003,-0.8995774999999998,0,-1,0,,,,,,,
7535,MONDO_0005148,direct_only,ENSG00000165527,ARF6,ARF GTPase 6,0.004619748183558772,,,,,,0.037995674850726316,-0.9227799227799228,,1,1,,1,0,0,,-0.8612670850722648,1,-0.25714250000000016,-1,-1,0,,,,,,,
7536,MONDO_0005148,direct_only,ENSG00000168010,ATG16L2,autophagy related 16 like 2,0.004619748183558772,,,,,,0.037995674850726316,0.3555432984004412,,0,0,,0,0,0,,0,0.12762499999999974,0,-1,0.5,0,,,,,,,
7537,MONDO_0005148,direct_only,ENSG00000130638,ATXN10,ataxin 10,0.004619748183558772,,,,,,0.037995674850726316,-0.412134583563155,,0,0,,0,1,0,,-0.6667694596549911,0.13684000000000013,,-1,-1,-1,,,,,,,
7538,MONDO_0005148,direct_only,ENSG00000140463,BBS4,Bardet-Biedl syndrome 4,0.004619748183558772,,,,,,0.037995674850726316,-0.02790954219525643,,0,0,,0,0,0,,-0.9454394842642211,0.489405,0,-1,-1,0,,,,,,,
7539,MONDO_0005148,direct_only,ENSG00000104894,CD37,CD37 molecule,0.004619748183558772,,,,,,0.037995674850726316,0.40783232211803644,,0,0,,0,1,0,0.2,0,0.0035600000000002296,0,0,0.5,0,,,,,,,
7540,MONDO_0005148,direct_only,ENSG00000102901,CENPT,centromere protein T,0.004619748183558772,,,,,,0.037995674850726316,-0.08803088803088799,,0,0,,0,0,0,,-0.6734283121407603,0,,0,-1,-1,,,,,,,
7541,MONDO_0005148,direct_only,ENSG00000120903,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,0.004619748183558772,,,,,,0.037995674850726316,0.38201875344732494,,1,0,255,1,1,0,,-0.28221171810865864,0.09262999999999977,-0.11625750000000004,0.5,1,0,,,,,,,
7542,MONDO_0005148,direct_only,ENSG00000149972,CNTN5,contactin 5,0.004619748183558772,,,,,,0.037995674850726316,-0.39591836734693875,,0,0,,0,1,0,,-0.13173594722701215,0.5227249999999998,0,0.5,0.5,0,,,,,,,
7543,MONDO_0005148,direct_only,ENSG00000088766,CRLS1,cardiolipin synthase 1,0.004619748183558772,,,,,,0.037995674850726316,0.9409817981246553,,0,0,,0,0,0,,-0.5346493706516381,0.31893499999999975,0,-1,0.5,0,,,,,,,
7544,MONDO_0005148,direct_only,ENSG00000119929,CUTC,cutC copper transporter,0.004619748183558772,,,,,,0.037995674850726316,0.41092112520683943,,0,1,,0,0,0,,,0.5787550000000004,,-1,0.75,0,,,,,,,
7545,MONDO_0005148,direct_only,ENSG00000136732,GYPC,glycophorin C (Gerbich blood group),0.004619748183558772,,,,,,0.037995674850726316,0.8337562051847767,,0,0,,0,1,0,,0,0,,-1,0.5,0,,,,,,,
7546,MONDO_0005148,direct_only,ENSG00000100450,GZMH,granzyme H,0.004619748183558772,,,,,,0.037995674850726316,0.6334252619966905,,0,0,,0,0,0,,,,-0.28861750000000014,0,0.5,0,,,,,,,
7547,MONDO_0005148,direct_only,ENSG00000013583,HEBP1,heme binding protein 1,0.004619748183558772,,,,,,0.037995674850726316,0.09773855488141203,,0,0,,0,0,0,,,0.3386249999999997,0,-1,-1,0,,,,,,,
7548,MONDO_0005148,direct_only,ENSG00000169282,KCNAB1,potassium voltage-gated channel subfamily A regulatory beta subunit 1,0.004619748183558772,,,,,,0.037995674850726316,-0.3544401544401544,,0,0,255,1,1,0,,-0.6240849641248586,0.16467999999999988,-0.21837750000000006,-1,0.5,0,,,,,,,
7549,MONDO_0005148,direct_only,ENSG00000089022,MAPKAPK5,MAPK activated protein kinase 5,0.004619748183558772,,,,,,0.037995674850726316,-0.5635962493105351,,1,0,255,1,0,0,0.2,-0.5498696049048243,0.8619950000000003,0,-1,-1,0,,,,,,,
7550,MONDO_0005148,direct_only,ENSG00000243449,NICOL1,NELL2 interacting cell ontogeny regulator 1,0.004619748183558772,,,,,,0.037995674850726316,0.8674020959735245,,0,0,,0,0,1,,0,0.10526499999999998,,0,0.5,0,,,,,,,
7551,MONDO_0005148,direct_only,ENSG00000154146,NRGN,neurogranin,0.004619748183558772,,,,,,0.037995674850726316,0.7104247104247103,,0,0,,0,,,,-0.17073779750080204,0.8076900000000002,,0,1,0,,,,,,,
7552,MONDO_0005148,direct_only,ENSG00000167693,NXN,nucleoredoxin,0.004619748183558772,,,,,,0.037995674850726316,-0.5185879757308329,,0,0,,0,0,0,,-0.9359428165777084,0.8965499999999998,0,-1,0.5,0,,,,,,,
7553,MONDO_0005148,direct_only,ENSG00000186912,P2RY4,pyrimidinergic receptor P2Y4,0.004619748183558772,,,,,,0.037995674850726316,,,1,0,,1,1,0,1,,0.04109499999999997,0,1,0.5,0,,,,,,,
7554,MONDO_0005148,direct_only,ENSG00000078304,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,0.004619748183558772,,,,,,0.037995674850726316,-0.9573083287369002,,0,1,,0,0,0,,-0.9333971551552491,0.1968899999999998,-0.42573499999999986,-1,-1,0,,,,,,,
7555,MONDO_0005148,direct_only,ENSG00000221823,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",0.004619748183558772,,,,,,0.037995674850726316,-0.46894649751792605,,0,0,,0,1,0,,-0.8777273056888504,1,-0.6029399999999999,-1,0.5,0,,,,,,,
7556,MONDO_0005148,direct_only,ENSG00000205220,PSMB10,proteasome 20S subunit beta 10,0.004619748183558772,,,,,,0.037995674850726316,0.5103143960286818,,1,0,,1,0,0,1,-0.7687881735651022,0.43223500000000004,0,0,0.5,0,,,,,,,
7557,MONDO_0005148,direct_only,ENSG00000182185,RAD51B,RAD51 paralog B,0.004619748183558772,,,,,,0.037995674850726316,0.4499724214009928,,0,0,,0,0,0,,,0.24285500000000013,0,-1,-1,0,,,,,,,
7558,MONDO_0005148,direct_only,ENSG00000131051,RBM39,RNA binding motif protein 39,0.004619748183558772,,,,,,0.037995674850726316,-0.9146166574738004,,0,0,,0,0,0,,-0.5531461831121073,0.9339599999999997,0,-1,0.5,-1,,,,,,,
7559,MONDO_0005148,direct_only,ENSG00000139988,RDH12,retinol dehydrogenase 12,0.004619748183558772,,,,,,0.037995674850726316,-0.18477661334804196,,0,0,,0,0,0,,-0.04289192819312476,0.31961999999999974,-0.2800625,0,0.75,0,,,,,,,
7560,MONDO_0005148,direct_only,ENSG00000117133,RPF1,ribosome production factor 1 homolog,0.004619748183558772,,,,,,0.037995674850726316,0.6529509100937672,,0,0,,0,0,0,,,0.756445,0,-1,-1,-1,,,,,,,
7561,MONDO_0005148,direct_only,ENSG00000103449,SALL1,spalt like transcription factor 1,0.004619748183558772,,,,,,0.037995674850726316,-0.938334252619967,,0,0,,0,0,0,,-0.9022114079854443,0.5241700000000001,0,0,0.5,0,,,,,,,
7562,MONDO_0005148,direct_only,ENSG00000119042,SATB2,SATB homeobox 2,0.004619748183558772,,,,,,0.037995674850726316,-0.9983452840595698,,0,0,,0,0,0,,-0.8716279954642572,0.9795349999999999,0,0,0.75,0,,,,,,,
7563,MONDO_0005148,direct_only,ENSG00000108854,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,0.004619748183558772,,,,,,0.037995674850726316,-0.6344180915609487,,0,1,,1,0,0,,-0.5599835867246702,0.9598950000000002,-0.4117650000000001,-1,-1,0,,,,,,,
7564,MONDO_0005148,direct_only,ENSG00000227234,SPANXB1,SPANX family member B1,0.004619748183558772,,,,,,0.037995674850726316,,,0,0,,0,0,0,,,,-0.4902899999999999,0.5,1,0,,,,,,,
7565,MONDO_0005148,direct_only,ENSG00000089225,TBX5,T-box transcription factor 5,0.004619748183558772,,,,,,0.037995674850726316,-0.9113072255929399,,0,0,,0,0,0,,-0.9673622266424095,0.8069499999999998,0,0.5,0.5,0,,,,,,,
7566,MONDO_0005148,direct_only,ENSG00000138592,USP8,ubiquitin specific peptidase 8,0.004619748183558772,,,,,,0.037995674850726316,-0.901930501930502,,1,0,,1,0,0,,-0.5756594462782788,0.08318500000000029,0,-1,-1,-1,,,,,255,,
7567,MONDO_0005148,direct_only,ENSG00000163032,VSNL1,visinin like 1,0.004619748183558772,,,,,,0.037995674850726316,-0.6137892995035852,,0,0,,0,0,0,,,1,-0.7382200000000001,0,1,0,,,,,,,
7568,MONDO_0005148,direct_only,ENSG00000108953,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,0.004619748183558772,,,,,,0.037995674850726316,-0.9699944842801985,,0,0,,0,0,0,,-0.9260141359133708,1,-0.19607750000000018,-1,-1,0,,,,,,,
7569,MONDO_0005148,direct_only,ENSG00000167394,ZNF668,zinc finger protein 668,0.004619748183558772,,,,,,0.037995674850726316,-0.7323772752344181,,0,0,,0,0,0,,,0.6042000000000002,0,0,-1,0,,,,,,,
7570,MONDO_0005148,direct_only,ENSG00000119927,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",0.004607018210786299,,,,,,0.03789097565780432,-0.370876999448428,,0,0,,0,0,0,,-0.8238423376887904,0.6376800000000002,0,-1,0.5,0,,,,,,,
7571,MONDO_0005148,direct_only,ENSG00000124942,AHNAK,AHNAK nucleoprotein,0.004599215969409622,,,,,,0.03782680518472309,-0.2981798124655267,,0,0,,0,1,0,,-0.08621212519247357,0,0,-1,-1,0,,,,,,,
7572,MONDO_0005148,direct_only,ENSG00000135697,BCO1,beta-carotene oxygenase 1,0.004599215969409622,,,,,,0.03782680518472309,0.3477109762824049,,0,0,,0,0,0,,-0.6121941561145569,0.2778799999999997,0,0.5,0.5,0,,,,,,,
7573,MONDO_0005148,direct_only,ENSG00000115380,EFEMP1,EGF-like fibulin extracellular matrix protein 1,0.004599215969409622,,,,,,0.03782680518472309,-0.8228350799779371,,0,0,,0,0,1,,-0.8816157466747928,0.7261650000000003,0,0,0.5,0,,,,,,,
7574,MONDO_0005148,direct_only,ENSG00000101981,F9,coagulation factor IX,0.004599215969409622,,,,,,0.03782680518472309,,,1,0,,1,0,1,1,-0.8645424983069178,0.09978499999999997,0,1,1,0,,,,,,,
7575,MONDO_0005148,direct_only,ENSG00000005436,GCFC2,GC-rich sequence DNA-binding factor 2,0.004599215969409622,,,,,,0.03782680518472309,0.975068946497518,,0,0,,0,0,0,,,0,0,-1,-1,0,,,,,,,
7576,MONDO_0005148,direct_only,ENSG00000101890,GUCY2F,"guanylate cyclase 2F, retinal",0.004599215969409622,,,,,,0.03782680518472309,,,0,0,,0,0,0,,,0.494585,0,1,1,0,,,,,,,
7577,MONDO_0005148,direct_only,ENSG00000126214,KLC1,kinesin light chain 1,0.004599215969409622,,,,,,0.03782680518472309,-0.6820739106453393,,0,0,,0,1,0,,-0.22574289577974915,0.6791849999999997,-0.15884250000000008,-1,0.5,0,,,,,,,
7578,MONDO_0005148,direct_only,ENSG00000161847,RAVER1,"ribonucleoprotein, PTB binding 1",0.004599215969409622,,,,,,0.03782680518472309,-0.136900165471594,,,,,,0,0,,0,0.4249000000000002,0,0,-1,0,,,,,,,
7579,MONDO_0005148,direct_only,ENSG00000158710,TAGLN2,transgelin 2,0.004599215969409622,,,,,,0.03782680518472309,-0.22129067843353556,,0,0,,0,0,0,,-0.561674723863913,0.82412,-0.23366749999999997,-1,-1,0,,,,,,,
7580,MONDO_0005148,direct_only,ENSG00000023839,ABCC2,ATP binding cassette subfamily C member 2,0.004588949862335047,,,,,,0.037742370351721476,0.02934362934362933,,1,0,255,1,1,0,,-0.8699694980107672,0,0,0.5,0.5,0,,,,,,,
7581,MONDO_0005148,direct_only,ENSG00000070770,CSNK2A2,casein kinase 2 alpha 2,0.004588949862335047,,,,,,0.037742370351721476,-0.7678985107556536,1,1,1,,1,0,0,,-0.3229226957698267,0.9428550000000001,-0.5714275000000001,-1,0.5,0,,,,,,,
7582,MONDO_0005148,direct_only,ENSG00000127129,EDN2,endothelin 2,0.004588949862335047,,,,,,0.037742370351721476,0.001544401544401497,,0,0,,0,0,1,,-0.9016915165309036,0,0,0,0.5,0,,,,,,,
7583,MONDO_0005148,direct_only,ENSG00000184347,SLIT3,slit guidance ligand 3,0.004588949862335047,,,,,,0.037742370351721476,-0.7132928847214561,,0,0,,0,0,1,,-0.9293022762572722,0.7012450000000001,-0.16447749999999992,0,-1,0,,,,,,,
7584,MONDO_0005148,direct_only,ENSG00000074181,NOTCH3,notch receptor 3,0.004506821005738447,,,,,,0.03706689168770857,-0.6131274131274131,,1,0,,1,1,0,0.2,-0.9471998260841336,0.5476100000000003,0,0,0.5,0,,,,,,,
7585,MONDO_0005148,direct_only,ENSG00000241749,RPSAP52,ribosomal protein SA pseudogene 52,0.004506821005738447,,,,,,0.03706689168770857,,,,,,,,,,,,,,,,,,,,,,
7586,MONDO_0005148,direct_only,ENSG00000293176,RPSAP52,ribosomal protein SA pseudogene 52 ,0.004506821005738447,,,,,,0.03706689168770857,,,,,,,,,,,,,,,,,,,,,,
7587,MONDO_0005148,direct_only,ENSG00000107960,STN1,STN1 subunit of CST complex,0.004506821005738447,,,,,,0.03706689168770857,0.011141753998896942,,0,0,,0,0,0,,0,0,0,-1,-1,0,,,,,,,
7588,MONDO_0005148,direct_only,ENSG00000221869,CEBPD,CCAAT enhancer binding protein delta,0.004496554898663872,,,,,,0.03698245685470695,0.03717595146166586,,0,0,,0,0,0,,-0.2549121938278284,0.29367999999999983,0,-1,-1,0,,,,,,,
7589,MONDO_0005148,direct_only,ENSG00000143753,DEGS1,"delta 4-desaturase, sphingolipid 1",0.004496554898663872,,,,,,0.03698245685470695,0.15223386651958082,,0,0,,1,1,0,,-0.871541090728832,0.2724449999999997,-0.08668750000000003,-1,1,0,,,,,,,
7590,MONDO_0005148,direct_only,ENSG00000134516,DOCK2,dedicator of cytokinesis 2,0.004496554898663872,,,,,,0.03698245685470695,-0.7714285714285715,,0,1,,1,0,0,,-0.6665512940060799,0.7540999999999997,-0.009562500000000007,0,0.75,0,,,,,,,
7591,MONDO_0005148,direct_only,ENSG00000171049,FPR2,formyl peptide receptor 2,0.004496554898663872,,,,,,0.03698245685470695,0.7766133480419195,1,1,0,,1,1,0,,-0.69498916003916,0,-0.3162400000000002,0,0.5,0,,,,,,,
7592,MONDO_0005148,direct_only,ENSG00000141429,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1,0.004496554898663872,,,,,,0.03698245685470695,-0.838830667402096,,0,0,,1,0,1,,-0.9507274964057566,0.9195,-0.6019675,-1,-1,0,,,,,,,
7593,MONDO_0005148,direct_only,ENSG00000108262,GIT1,GIT ArfGAP 1,0.004496554898663872,,,,,,0.03698245685470695,-0.9189189189189189,,0,0,,0,0,0,,-0.9142473019089744,0.8883049999999997,-0.16885750000000002,-1,0.5,0,,,,,,,
7594,MONDO_0005148,direct_only,ENSG00000242574,HLA-DMB,"major histocompatibility complex, class II, DM beta",0.004496554898663872,,,,,,0.03698245685470695,0.20739106453392164,,0,0,,0,0,0,,,0,0,0,0.5,0,,,,,,,
7595,MONDO_0005148,direct_only,ENSG00000198951,NAGA,alpha-N-acetylgalactosaminidase,0.004496554898663872,,,,,,0.03698245685470695,0.26817429674572524,,0,0,,0,0,0,,0,0.12409000000000034,0,-1,-1,0,,,,,,,
7596,MONDO_0005148,direct_only,ENSG00000100380,ST13,ST13 Hsp70 interacting protein,0.004496554898663872,,,,,,0.03698245685470695,-0.5650303364589079,,0,0,,0,0,0,,,0.7154449999999997,0,-1,-1,0,,,,,,,
7597,MONDO_0005148,direct_only,ENSG00000172340,SUCLG2,succinate-CoA ligase GDP-forming subunit beta,0.004496554898663872,,,,,,0.03698245685470695,0.274131274131274,,0,0,,0,1,0,,0,0.6527799999999999,0,-1,0.5,0,,,,,,,
7598,MONDO_0005148,direct_only,ENSG00000185215,TNFAIP2,TNF alpha induced protein 2,0.004461952398727102,,,,,,0.030396539880581056,0.2557087699944842,,0,0,,0,0,0,,-0.30240921315111857,0,0,-1,0.5,0,,,,,,0.025205298198086767,
7599,MONDO_0005148,direct_only,ENSG00000185479,KRT6B,keratin 6B,0.004454662894809175,,,,,,0.028876712886552,-0.1017098731384446,,0,0,,0,0,0,,-0.7527716257565448,0.29078000000000015,-0.9689724999999999,0.5,0.5,0,,,,,,0.029418732806313026,
7600,MONDO_0005148,direct_only,ENSG00000183020,AP2A2,adaptor related protein complex 2 subunit alpha 2,0.004434958256216422,,,,,,0.03647584785669727,-0.7555432984004413,,0,0,,0,0,0,,-0.26528203441548576,0.8668799999999998,-0.5766775,0,0.5,0,,,,,,,
7601,MONDO_0005148,direct_only,ENSG00000118276,B4GALT6,"beta-1,4-galactosyltransferase 6",0.004434958256216422,,,,,,0.03647584785669727,-0.6570325427468284,,0,0,,0,0,0,,,0.7382199999999998,-0.29319249999999997,0,0.5,0,,,,,,,
7602,MONDO_0005148,direct_only,ENSG00000186940,CHCHD2P9,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9,0.004434958256216422,,,,,,0.03647584785669727,,,,,,,0,0,,-0.7626223141480831,,,,,,,,,,,,
7603,MONDO_0005148,direct_only,ENSG00000060566,CREB3L3,cAMP responsive element binding protein 3 like 3,0.004434958256216422,,,,,,0.03647584785669727,0.3252068394925538,,0,0,,0,0,0,,-0.5571626338178093,0,0,0.5,0.75,0,,,,,,,
7604,MONDO_0005148,direct_only,ENSG00000166266,CUL5,cullin 5,0.004434958256216422,,,,,,0.03647584785669727,-0.6809707666850524,,0,0,,0,0,0,,-0.7283901067953175,0.9230750000000001,0,-1,-1,0,,,,,,,
7605,MONDO_0005148,direct_only,ENSG00000138166,DUSP5,dual specificity phosphatase 5,0.004434958256216422,,,,,,0.03647584785669727,0.1808052950910093,,0,1,,1,0,0,,0,0.6744799999999997,0,-1,0.5,0,,,,,,,
7606,MONDO_0005148,direct_only,ENSG00000143420,ENSA,endosulfine alpha,0.004434958256216422,,,,,,0.03647584785669727,-0.3012686155543298,,0,0,,0,0,0,,-0.1996424373807193,0.9173549999999999,-0.2561975,-1,-1,0,,,,,,,
7607,MONDO_0005148,direct_only,ENSG00000082397,EPB41L3,erythrocyte membrane protein band 4.1 like 3,0.004434958256216422,,,,,,0.03647584785669727,-0.6183121897407612,,0,0,,0,1,0,,-0.6381777736185498,0,0,-1,-1,0,,,,,,,1
7608,MONDO_0005148,direct_only,ENSG00000249948,GBA3,glucosylceramidase beta 3 (gene/pseudogene),0.004434958256216422,,,,,,0.03647584785669727,,,,,,,0,0,,,,0,0.5,0.75,,,,,,,,
7609,MONDO_0005148,direct_only,ENSG00000186395,KRT10,keratin 10,0.004434958256216422,,,,,,0.03647584785669727,-0.1520132377275234,,0,0,,0,0,1,,-0.46786758011765045,0.049654999999999914,0,-1,1,0,,,,,,,
7610,MONDO_0005148,direct_only,ENSG00000176619,LMNB2,lamin B2,0.004434958256216422,,,,,,0.03647584785669727,-0.7961389961389962,,0,0,,0,0,0,,-0.6902121671439065,0.08870999999999966,0,-1,-1,0,,,,,,,
7611,MONDO_0005148,direct_only,ENSG00000173327,MAP3K11,mitogen-activated protein kinase kinase kinase 11,0.004434958256216422,,,,,,0.03647584785669727,-0.30170987313844455,0,1,0,,1,0,0,0.5,-0.4339936344669293,0.7343550000000001,0,-1,-1,0,,,,,,,
7612,MONDO_0005148,direct_only,ENSG00000115204,MPV17,mitochondrial inner membrane protein MPV17,0.004434958256216422,,,,,,0.03647584785669727,0.5770546056260342,,0,0,,0,0,0,,-0.9533270568013038,0.6022750000000002,0,-1,-1,0,,,,,,,
7613,MONDO_0005148,direct_only,ENSG00000132382,MYBBP1A,MYB binding protein 1a,0.004434958256216422,,,,,,0.03647584785669727,0.45228902371759516,,0,0,,0,0,0,,-0.16840601274630995,0,,-1,-1,-1,,,,,,,
7614,MONDO_0005148,direct_only,ENSG00000140853,NLRC5,NLR family CARD domain containing 5,0.004434958256216422,,,,,,0.03647584785669727,-0.5014892443463872,,0,0,,0,0,0,,0,0,0,0,0.5,0,,,,,,,
7615,MONDO_0005148,direct_only,ENSG00000141456,PELP1,"proline, glutamate and leucine rich protein 1",0.004434958256216422,,,,,,0.03647584785669727,-0.611803640375069,,0,0,,1,0,0,,,0.34070999999999996,,-1,-1,-1,,,,,,,
7616,MONDO_0005148,direct_only,ENSG00000110075,PPP6R3,protein phosphatase 6 regulatory subunit 3,0.004434958256216422,,,,,,0.03647584785669727,-0.7078874793160508,,0,0,,0,1,0,,,0.8167250000000003,0,-1,-1,0,,,,,,,
7617,MONDO_0005148,direct_only,ENSG00000019102,VSIG2,V-set and immunoglobulin domain containing 2,0.004434958256216422,,,,,,0.03647584785669727,0.4868174296745724,,0,0,,0,0,0,,,0.09786000000000002,0,0,1,0,,,,,,,
7618,MONDO_0005148,direct_only,ENSG00000137124,ALDH1B1,aldehyde dehydrogenase 1 family member B1,0.0044349582562164215,,,,,,0.03647584785669726,0.11130722559293993,,1,0,,1,0,0,,-0.3100346253059644,0.7001950000000001,-0.33752500000000013,-1,0.5,0,,,,,,,
7619,MONDO_0005148,direct_only,ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing),0.0044349582562164215,,,,,,0.03647584785669726,-0.3739658025372311,,1,0,,1,0,0,,-0.6468773658592383,0.6969700000000003,0,-1,0.5,0,,,,,,,
7620,MONDO_0005148,direct_only,ENSG00000155097,ATP6V1C1,ATPase H+ transporting V1 subunit C1,0.0044349582562164215,,,,,,0.03647584785669726,0.33535576392719246,,0,0,,0,0,0,,-0.08945751874593927,0.9083750000000002,-0.05759249999999998,-1,-1,-1,,,,,,,
7621,MONDO_0005148,direct_only,ENSG00000187244,BCAM,basal cell adhesion molecule (Lutheran blood group),0.0044349582562164215,,,,,,0.03647584785669726,0.2338665195808054,,0,0,,0,0,0,,-0.5305768363163179,0,0,-1,0.5,0,,,,,,,
7622,MONDO_0005148,direct_only,ENSG00000141376,BCAS3,BCAS3 microtubule associated cell migration factor,0.0044349582562164215,,,,,,0.03647584785669726,-0.595146166574738,,0,0,,0,0,0,,-0.928765420679615,0.8357050000000001,,-1,-1,0,,,,,,,
7623,MONDO_0005148,direct_only,ENSG00000130779,CLIP1,CAP-Gly domain containing linker protein 1,0.0044349582562164215,,,,,,0.03647584785669726,-0.7355763927192498,,0,0,,0,0,0,,0,0.49582499999999996,0,-1,0.5,0,,,,,,,
7624,MONDO_0005148,direct_only,ENSG00000183671,CMKLR2,chemerin chemokine-like receptor 2,0.0044349582562164215,,,,,,0.03647584785669726,0.16238279095421948,,0,0,,0,1,0,,-0.10779255150558831,0,0,0,0.5,0,,,,,,,
7625,MONDO_0005148,direct_only,ENSG00000164919,COX6C,cytochrome c oxidase subunit 6C,0.0044349582562164215,,,,,,0.03647584785669726,0.4285714285714286,,0,0,,0,0,0,,,0,,-1,-1,0,,,,,,,
7626,MONDO_0005148,direct_only,ENSG00000141551,CSNK1D,casein kinase 1 delta,0.0044349582562164215,,,,,,0.03647584785669726,-0.6750137892995036,1,1,0,255,1,1,0,,-0.668777685007842,0.8674700000000002,-0.6024100000000001,-1,-1,0,,,,,,,
7627,MONDO_0005148,direct_only,ENSG00000044115,CTNNA1,catenin alpha 1,0.0044349582562164215,,,,,,0.03647584785669726,-0.6992829564258136,,0,0,,0,1,0,,-0.7538127056734852,0.9724049999999999,-0.5419425,-1,-1,0,,,,,,,
7628,MONDO_0005148,direct_only,ENSG00000162438,CTRC,chymotrypsin C,0.0044349582562164215,,,,,,0.03647584785669726,0.31207942636514074,,1,0,,1,,,,0,,0,0.5,1,0,,,,,,,
7629,MONDO_0005148,direct_only,ENSG00000204209,DAXX,death domain associated protein,0.0044349582562164215,,,,,,0.03647584785669726,-0.6614451185879757,,0,0,,0,0,0,,-0.11714988940104198,0,,-1,-1,0,,,,,255,,
7630,MONDO_0005148,direct_only,ENSG00000172795,DCP2,decapping mRNA 2,0.0044349582562164215,,,,,,0.03647584785669726,-0.29740761169332597,,0,0,,0,0,0,,-0.1832099339027185,0.6428550000000002,,-1,-1,0,,,,,,,
7631,MONDO_0005148,direct_only,ENSG00000169016,E2F6,E2F transcription factor 6,0.0044349582562164215,,,,,,0.03647584785669726,0.1897407611693327,,0,0,,0,0,0,0.7,-0.7611667600511781,0.21708,0,-1,-1,0,,,,,,,
