sample_index,gene_symbol,label,split_origin,protein_embedding_l2_norm,protein_embedding_mean,protein_embedding_std,hand_genomic_l2_norm,hand_genomic_mean,hand_genomic_std,dnabert2_genomic_l2_norm,dnabert2_genomic_mean,dnabert2_genomic_std,protein_zero_fraction,hand_genomic_zero_fraction,dnabert2_genomic_zero_fraction,protein_sequence_length,has_sequence,gene_symbol_length
1473,HOXD10,0,val,3.7047696,0.0009789681,0.1157699,3332.385876467183,22.001418849592383,175.24035984722687,2.4330938,0.0027761387,0.08775281,0.0,0.011235955056179775,0.0,,,6
1474,ETS2,1,val,3.5703092,0.001347562,0.111564025,3309.7743727026223,21.666576403930485,174.07448335126142,2.4986448,0.00270986,0.09012135,0.0,0.0056179775280898875,0.0,,,4
1475,TSKU,1,val,4.9883075,0.0030841248,0.15585409,3309.486121073794,21.206272349025603,174.11576813754277,2.7673965,0.0018855184,0.09984201,0.0,0.047752808988764044,0.0,,,4
1476,CGNL1,1,val,3.8027542,0.0015633062,0.11882579,3309.7746063553586,21.67724598085239,174.07316748527418,2.500062,0.0023910422,0.09018153,0.0,0.0056179775280898875,0.0,,,5
1477,TSEN15,1,val,2.5938218,0.0006723105,0.081054136,3329.830426882663,21.24022594826187,175.19781972685047,2.5403185,0.0021956784,0.09163955,0.0,0.02247191011235955,0.0,,,6
1478,ST8SIA4,1,val,4.307924,0.0022962114,0.13460304,3311.6222578380575,21.8233108230097,174.1536074839962,2.7916975,0.0021169672,0.10071446,0.0,0.0056179775280898875,0.0,,,7
1479,LPA,1,val,2.7709956,0.0004255952,0.08659257,3318.536597775491,21.898852774480574,174.5134639437718,2.4323575,0.0028350924,0.08772435,0.0,0.0056179775280898875,0.0,,,3
1480,OR4D1,0,val,3.4662728,0.0014889211,0.10831081,3323.692015525698,22.234644218732033,174.74644188249897,2.653155,0.00267579,0.095700085,0.0,0.008426966292134831,0.0,,,5
1481,LINGO2,1,val,3.196109,0.0014388426,0.09986804,3346.591955533358,22.365216962636186,175.95330612905218,2.5281544,0.0031695792,0.09117184,0.0,0.008426966292134831,0.0,,,6
1482,PCSK1,1,val,5.725418,0.0017655488,0.1789106,3311.4705968244257,21.271322591776737,174.21379164501707,2.3809814,0.0025506334,0.085878395,0.0,0.016853932584269662,0.0,,,5
1483,RIIAD1,0,val,3.5769093,0.0010316363,0.11177364,3324.0750549110157,21.230439176696976,174.89173649319514,2.5745866,0.0021627734,0.09287722,0.0,0.025280898876404494,0.0,,,6
1484,SEC16B,1,val,2.9714816,0.000898649,0.092854455,3326.6474368540835,21.96197277833422,174.93878795205111,2.4350479,0.0027954436,0.08782274,0.0,0.0028089887640449437,0.0,,,6
1485,MAML3,1,val,3.0947785,0.001032842,0.096706316,3326.0113459321005,22.09703986221543,174.88779780664083,2.5979652,0.0028234955,0.09370346,0.0,0.0,0.0,,,5
1486,PPARD,1,val,2.951149,0.001695046,0.092207834,3352.881893476488,22.269408518780878,176.3014777620555,2.5929766,0.0030297327,0.093516916,0.0,0.0056179775280898875,0.0,,,5
1487,ITPRID2,0,val,2.6099427,0.0008415921,0.08155636,3342.1078157437823,22.13910992052745,175.74236398056235,2.65181,0.0026383975,0.09565257,0.0,0.011235955056179775,0.0,,,7
1488,PDX1,1,val,4.1202483,0.0009917646,0.12875393,3324.8900978039037,21.828251707938556,174.86166222895073,2.327211,0.0030961458,0.08391889,0.0,0.008426966292134831,0.0,,,4
1489,RBM6,1,val,4.5717688,0.0014492252,0.14286043,3315.3045312515,21.19993466962511,174.42718838505596,2.748893,0.0019093746,0.099173754,0.0,0.0449438202247191,0.0,,,4
1490,ITPKB,0,val,2.9917715,0.0012562613,0.09348442,3312.543426440317,21.91805817268441,174.19091536515472,2.5652416,0.0025253326,0.09253072,0.0,0.0056179775280898875,0.0,,,5
1491,ZNHIT6,0,val,3.229752,0.0019000532,0.10091187,3314.049371784649,21.25930171513293,174.35294681838366,2.5971723,0.0021212257,0.093693376,0.0,0.03089887640449438,0.0,,,6
1492,DENND1A,1,val,2.4601228,0.0005192009,0.07687708,3325.933809828273,21.21521816589205,174.99281908082867,2.7921975,0.0018060167,0.10073856,0.0,0.05056179775280899,0.0,,,7
1493,FMR1,1,val,3.6580188,0.0007686189,0.11431051,3337.6987076563987,21.914525510237638,175.53501631050938,2.4874675,0.0029431283,0.0897105,0.0,0.014044943820224719,0.0,,,4
1494,BCORL1,1,val,2.956928,0.0003058965,0.092403494,3313.770624635254,21.90700822259018,174.25785892516717,2.494951,0.002669829,0.0899892,0.0,0.0028089887640449437,0.0,,,6
1495,GALNT3,1,val,2.856132,0.0010733211,0.089247674,3324.206252894135,21.904746668264238,174.8155691867457,2.5122874,0.0027472917,0.090612724,0.0,0.0056179775280898875,0.0,,,6
1496,SYNPO2L,0,val,2.6940832,0.0007329746,0.08418691,3355.146394928226,22.197084350288584,176.43156338087573,2.5431256,0.0028557873,0.0917227,0.0,0.011235955056179775,0.0,,,7
1497,RGMA,1,val,4.523391,0.0016475822,0.14134637,3339.7267530834324,21.96480943393807,175.63705530160007,2.593384,0.0028907724,0.09353603,0.0,0.03089887640449438,0.0,,,4
1498,BIK,0,val,3.7254658,0.0010815486,0.1164158,3325.8060214632333,21.21568294958775,174.98594036721676,2.7090533,0.0020794522,0.097732425,0.0,0.047752808988764044,0.0,,,3
1499,BRICD5,0,val,2.4897006,0.00095257116,0.07779731,3315.002500450529,21.81029705950463,174.3357882367667,2.3798668,0.0029962717,0.08582377,0.0,0.0,0.0,,,6
1500,WSCD1,0,val,3.0065773,0.00083418423,0.093951836,3370.51412723999,22.012017518179256,177.27552024729442,2.6202922,0.0028046293,0.09451005,0.0,0.025280898876404494,0.0,,,5
1501,PRICKLE1,1,val,3.9250598,0.00081233523,0.12265543,3390.350338876601,21.787131979643817,178.36247695177696,2.6836123,0.002946546,0.09679168,0.0,0.05898876404494382,0.0,,,8
1502,NDUFAF3,1,val,3.7960541,0.0007568344,0.118624285,3308.277470582341,21.34550880876553,174.0342152582543,2.3223116,0.0027606322,0.08375372,0.0,0.019662921348314606,0.0,,,7
1503,C7ORF25,0,val,3.2913039,0.00071396737,0.10285075,3318.2579213831,21.496425996883524,174.5486099764256,2.4656522,0.002695796,0.08893072,0.0,0.019662921348314606,0.0,,,7
1504,GCKR,1,val,3.1216698,0.0014505603,0.0975414,3310.738221946926,21.496256320660297,174.14706975177586,2.777284,0.0020833646,0.100194946,0.0,0.011235955056179775,0.0,,,4
1505,MFHAS1,1,val,3.1441088,0.0010161772,0.098248154,3329.651336207747,21.55357977527658,175.14998227448643,2.621957,0.002637892,0.09457494,0.0,0.016853932584269662,0.0,,,6
1506,MCF2,0,val,4.923029,0.0019278079,0.15383258,3323.299455592437,21.90525755549083,174.76706907112475,2.3821445,0.0029030796,0.085909195,0.0,0.008426966292134831,0.0,,,4
1507,LRRC1,1,val,3.7687109,0.0019069777,0.117756784,3316.0578289446926,21.445284435813228,174.43741871420028,2.6708457,0.002497372,0.09634348,0.0,0.016853932584269662,0.0,,,5
1508,IGSF23,0,val,3.706751,0.0022536055,0.11581405,3398.1016142390536,22.648587272354966,178.6692486946212,2.8302093,0.0037151657,0.10205879,0.0,0.014044943820224719,0.0,,,6
1509,MAN1A2,1,val,3.2064006,0.0016033666,0.10018719,3376.8527562129825,22.23365960445927,177.58643295680324,2.6030536,0.003041939,0.09388034,0.0,0.014044943820224719,0.0,,,6
1510,DCAF10,0,val,4.4516287,0.0017882718,0.1391019,3317.375622003379,21.994557395418894,174.43940916994396,2.5657547,0.0026305318,0.09254632,0.0,0.0028089887640449437,0.0,,,6
1511,MEX3D,0,val,2.5806193,0.00022377179,0.08064404,3329.4764709539895,21.231686590830904,175.17995789820606,2.603804,0.0020927389,0.09393338,0.0,0.047752808988764044,0.0,,,5
1512,CCDC18,0,val,3.4475474,0.0005562481,0.107734434,3314.4498043639455,21.681514435684424,174.322332796707,2.612397,0.002639691,0.09422978,0.0,0.0028089887640449437,0.0,,,6
1513,NDUFC2,1,val,2.9671936,0.0011507466,0.09271765,3314.0072810005754,22.081141626864653,174.248522249554,2.5030053,0.002637255,0.09028091,0.0,0.0056179775280898875,0.0,,,6
1514,ZNFX1,0,val,3.921499,0.0017149553,0.12253484,3310.1749614097916,21.733778373363755,174.08750172610434,2.6635292,0.0024087417,0.096081644,0.0,0.0056179775280898875,0.0,,,5
1515,METTL1,0,val,3.0764155,0.0011683702,0.09613089,3326.5353288146616,21.713928608636163,174.9637617552818,2.5482786,0.002703093,0.09191335,0.0,0.016853932584269662,0.0,,,6
1516,NOA1,0,val,3.733162,0.0012720597,0.11665439,3388.5255663582816,22.180336313092116,178.2165482132896,2.5632634,0.003353484,0.09243299,0.0,0.028089887640449437,0.0,,,4
1517,ACTRT3,0,val,3.692384,0.0018667893,0.1153719,3309.030950877185,21.519321134617744,174.05304735927183,2.3068373,0.0028999476,0.08319029,0.0,0.011235955056179775,0.0,,,6
1518,RASGRP1,1,val,2.8940492,0.0010485512,0.09043296,3345.0399564719455,21.155275615838814,176.02002923283666,2.4229288,0.002346405,0.08739842,0.0,0.07865168539325842,0.0,,,7
1519,GPR176,1,val,6.0056114,0.0017188228,0.18766747,3324.578509698396,21.91351062277827,174.83435478072104,2.5731578,0.0029595746,0.09280366,0.0,0.0028089887640449437,0.0,,,6
1520,APLP1,0,val,3.1094067,0.0013699648,0.09715931,3311.716539799377,21.274505079748774,174.2265348147569,2.3280356,0.0025748229,0.083966285,0.0,0.025280898876404494,0.0,,,5
1521,SLC2A2,1,val,3.5688734,0.0015099687,0.11151708,3319.4853421475427,21.66233533900639,174.5936496214701,2.5924225,0.0023007959,0.09351769,0.0,0.014044943820224719,0.0,,,6
1522,TNFRSF19,0,val,3.6624503,0.0021140664,0.11443206,3377.3738926603437,22.228957697065113,177.6148572474992,2.5652812,0.0032088913,0.092510976,0.0,0.016853932584269662,0.0,,,8
1523,PIGT,0,val,3.165929,0.0014685856,0.09892438,3327.8722333265523,22.153182857923465,174.9801095560147,2.6344812,0.0028585885,0.09502067,0.0,0.0,0.0,,,4
1524,SETD5,1,val,2.8942115,0.001127467,0.09043708,3361.529318205975,22.259353671588975,176.7646891306187,2.5976384,0.0029257126,0.093688525,0.0,0.008426966292134831,0.0,,,5
1525,PLEKHA4,0,val,3.1203501,0.00056495494,0.09750931,3341.8340056357993,21.68939439468519,175.7838105156388,2.5467885,0.0027259688,0.09185887,0.0,0.019662921348314606,0.0,,,7
1526,RBMS1,1,val,3.487756,0.0014041853,0.10898332,3308.6943764552975,21.229130576852743,174.07070940021453,2.7523177,0.0019820703,0.09929593,0.0,0.028089887640449437,0.0,,,5
1527,ADAD1,0,val,2.5285223,0.0004393948,0.0790151,3319.10321705867,21.9971954529237,174.5313636306411,2.6486256,0.0028601165,0.09553125,0.0,0.0,0.0,,,5
1528,MBOAT1,1,val,3.1682532,0.0010073669,0.09900279,3340.1996244934535,21.99037027561419,175.65911461187045,2.5490031,0.002983629,0.09193082,0.0,0.0,0.0,,,6
1529,SLC39A10,1,val,5.42761,0.0016899911,0.1696044,3322.1753056331686,21.808308453043388,174.71915133590036,2.5788608,0.0025495756,0.09302169,0.0,0.0,0.0,,,8
1530,QRICH2,0,val,3.5118375,0.001592536,0.109733365,3310.6740304082764,21.80771069711123,174.10491309644027,2.3306012,0.0027316615,0.08405395,0.0,0.0028089887640449437,0.0,,,6
1531,TMEM88,0,val,5.2448287,0.0017015861,0.1638921,3312.1169078394564,21.778867606288173,174.18559149102978,2.5326521,0.0025135537,0.091354646,0.0,0.008426966292134831,0.0,,,6
1532,LIPH,1,val,3.3021305,0.0017762724,0.10317629,3325.9184994869647,21.648280058504064,174.93895537813765,2.5487878,0.0028439062,0.091927476,0.0,0.0056179775280898875,0.0,,,4
1533,TBX3,0,val,2.6616156,0.0008635947,0.083171,3312.537481829824,21.841609955120035,174.20020010464825,2.6641948,0.0024268846,0.09610521,0.0,0.0,0.0,,,4
1534,SENP6,1,val,3.8412526,0.0016492269,0.12002781,3309.100636872672,21.38266227818099,174.07361003789498,2.4033577,0.002543987,0.08668638,0.0,0.016853932584269662,0.0,,,5
1535,SCGB1D2,0,test,2.3823144,0.0013940306,0.07443428,3312.0224388483994,21.768773387108592,174.1818075042059,2.5248775,0.0026836183,0.09106914,0.0,0.0,0.0,,,7
1536,KCNB2,1,test,2.9842882,0.00046195416,0.09325786,3353.603864251861,22.554139245864686,176.30385482212074,2.4821815,0.0033590356,0.089504994,0.0,0.011235955056179775,0.0,,,5
1537,HMGB1,1,test,2.962456,0.00061508117,0.09257471,3311.951748357863,21.521063107900662,174.20881174140936,2.3987005,0.002738202,0.08651232,0.0,0.014044943820224719,0.0,,,5
1538,GLP2R,1,test,2.5524435,0.00028206944,0.07976337,3310.894466490577,21.71097528481648,174.1287760652271,2.531521,0.0023643353,0.091317795,0.0,0.0,0.0,,,5
1539,SLC30A8,1,test,4.3351974,0.0017752558,0.1354633,3312.2357331507,21.52429785642224,174.22357770589767,2.7971048,0.0020959973,0.10091006,0.0,0.0028089887640449437,0.0,,,7
1540,SLC25A22,0,test,2.334538,0.0006512932,0.0729514,3353.2555390794987,21.92065268946808,176.36513583581353,2.5157106,0.0031939,0.090721674,0.0,0.008426966292134831,0.0,,,8
1541,CDKN2C,1,test,3.2784336,0.001332351,0.102442384,3310.474425855265,21.634750164891553,174.11582984886618,2.626617,0.0023810714,0.094749965,0.0,0.008426966292134831,0.0,,,6
1542,UBALD2,0,test,2.800943,0.0010374615,0.08752331,3321.4872098465503,21.893781496121445,174.6717071184762,2.5070746,0.0028378584,0.09042174,0.0,0.008426966292134831,0.0,,,6
1543,HECTD1,0,test,2.5796185,0.0004763381,0.08061167,3368.3137457512685,22.090251563037185,177.14826591538568,2.53338,0.0029391504,0.09136822,0.0,0.028089887640449437,0.0,,,6
1544,TMEM132B,1,test,4.222973,0.0016722108,0.1319573,3331.437294264402,21.98109357542166,175.19224166898212,2.483388,0.0028338311,0.08956672,0.0,0.0,0.0,,,8
1545,RAP1GAP,1,test,3.456446,0.0014570763,0.108004116,3354.508339419348,21.176799041184537,176.52287285474262,2.6988158,0.0018298379,0.09736794,0.0,0.07303370786516854,0.0,,,7
1546,RAB41,0,test,2.6923735,0.00047713064,0.084135324,3316.2484702354604,21.94127415431833,174.38590947098234,2.4866085,0.002853927,0.089682356,0.0,0.0,0.0,,,5
1547,C1ORF167,0,test,4.457912,0.0016850121,0.13929956,3363.8295159056743,22.571507325101052,176.84800053505737,2.59232,0.003427949,0.09347946,0.0,0.008426966292134831,0.0,,,8
1548,GOLT1B,0,test,2.9021828,0.0010307011,0.09068736,3315.5205209793635,22.06507393953311,174.331399340021,2.525938,0.0026859937,0.09110736,0.0,0.0,0.0,,,6
1549,PAAF1,0,test,5.960159,0.0020236622,0.18624395,3311.2195306852136,21.3937228549059,174.18539659670472,2.1379492,0.0029410392,0.07709052,0.0,0.014044943820224719,0.0,,,5
1550,PIAS1,1,test,4.7146664,0.0016070263,0.14732456,3322.2051157321316,21.246418526411098,174.78996034185798,2.7868295,0.0019874722,0.100541405,0.0,0.033707865168539325,0.0,,,5
1551,UBASH3A,1,test,4.0919776,0.0019223663,0.12785986,3313.3917732652035,21.93223361405411,174.2344483166854,2.5333443,0.0028542997,0.09136961,0.0,0.0028089887640449437,0.0,,,7
1552,CEP43,1,test,4.592448,0.0017135037,0.14350377,3398.0523236438576,22.752836658287393,178.65336936452505,2.5939968,0.00318542,0.09354858,0.0,0.0028089887640449437,0.0,,,5
1553,CRISP1,0,test,3.087651,0.001427873,0.09647853,3357.042472098305,21.19361287330173,176.65612755040985,2.686866,0.0019019026,0.09693527,0.0,0.05056179775280899,0.0,,,6
1554,SPMIP10,0,test,4.7985034,0.0014678304,0.14994603,3310.3050354097054,21.37808540720429,174.13848457798412,2.5710468,0.0023977293,0.09274367,0.0,0.02247191011235955,0.0,,,7
1555,P4HA2,0,test,4.995726,0.001523884,0.15610899,3310.4550450567444,21.835772192425345,174.08969879079152,2.522497,0.0026231308,0.09098496,0.0,0.0056179775280898875,0.0,,,5
1556,C10ORF71,0,test,3.8620243,0.0019363465,0.120672725,3309.500253315761,21.570082917196654,174.07182707135445,2.3035567,0.0029401935,0.08307043,0.0,0.0028089887640449437,0.0,,,8
1557,NDUFA13,1,test,4.347759,0.0013511739,0.13586074,3311.361272790826,21.293203384987734,174.2052813448049,2.4487243,0.0024810713,0.088325895,0.0,0.0449438202247191,0.0,,,7
1558,GAL3ST2,0,test,3.1098273,0.0012700206,0.0971738,3338.1485241820146,21.34448604895657,175.62925845408935,2.705801,0.002339298,0.09760916,0.0,0.0056179775280898875,0.0,,,7
1559,XKR6,1,test,2.5911777,0.00091288466,0.08096915,3309.5637164995137,21.63256058830434,174.06746319325157,2.2712772,0.0028326835,0.08190869,0.0,0.008426966292134831,0.0,,,4
1560,ZFP64,1,test,2.919584,0.0010146962,0.09123136,3311.823998284368,21.239463886177397,174.2365475075345,2.7790852,0.0019836058,0.10026198,0.0,0.0449438202247191,0.0,,,5
1561,LINGO1,1,test,4.8489356,0.0015262442,0.15152155,3309.4305383657947,21.313429479264784,174.09971569616192,2.731297,0.002157551,0.09853358,0.0,0.019662921348314606,0.0,,,6
1562,EXOC2,0,test,3.3871598,0.0020519686,0.10582885,3313.1394713260925,22.01672231360307,174.2103139288277,2.5411205,0.0027085422,0.09165478,0.0,0.0028089887640449437,0.0,,,5
1563,CERKL,1,test,4.5450807,0.001600964,0.14202476,3309.8952202184114,21.694804379193588,174.07742202400485,2.2567394,0.0029760308,0.08137867,0.0,0.008426966292134831,0.0,,,5
1564,B3GNT7,0,test,3.230484,0.0007323413,0.10094996,3313.9395202180044,21.6006493855021,174.30511957261092,2.5530376,0.0025427898,0.092089705,0.0,0.0056179775280898875,0.0,,,6
1565,CCDC83,0,test,3.8746338,0.0007113556,0.12108022,3320.754487751643,21.447346645542613,174.68795935001774,2.638675,0.0023706025,0.09518547,0.0,0.011235955056179775,0.0,,,6
1566,PRTG,0,test,3.4326346,0.0008852002,0.10726618,3320.1442886869527,22.081592349384394,174.57632232866064,2.3311274,0.0030661905,0.084061414,0.0,0.0,0.0,,,4
1567,ARL6IP6,1,test,3.1978102,0.001472708,0.09992071,3332.245177274849,22.220903472933912,175.20514714988087,2.4872139,0.00289233,0.089702986,0.0,0.0028089887640449437,0.0,,,7
1568,RIMBP2,0,test,3.8365307,0.00083743304,0.11988868,3316.3651679468885,21.70533291378245,174.42166621257186,2.5558548,0.0024503767,0.09219391,0.0,0.0028089887640449437,0.0,,,6
1569,NDUFAF1,1,test,3.527761,0.0018054333,0.11022774,3314.186390520906,21.833439340054742,174.28929973680843,2.4832084,0.0025536355,0.08956867,0.0,0.0,0.0,,,7
1570,GLIS3,1,test,3.7134812,0.0018531019,0.11603149,3322.1358308729523,21.633325052514323,174.738795519047,2.5992963,0.0022221215,0.0937677,0.0,0.0028089887640449437,0.0,,,5
1571,TOR1AIP2,0,test,5.6586146,0.001817699,0.17682238,3320.8089800740045,21.582525126781277,174.67421974100762,2.7022781,0.0023336557,0.09748213,0.0,0.0056179775280898875,0.0,,,8
1572,SDK2,0,test,3.1313584,0.0009904671,0.09784995,3310.9761809715196,21.781556270066286,174.12432587009337,2.531393,0.0024900087,0.09130984,0.0,0.0056179775280898875,0.0,,,4
1573,IGFLR1,0,test,3.8564584,0.0014781175,0.12050525,3320.190526267951,22.006072670651953,174.58832795006364,2.5655737,0.0026361514,0.09253963,0.0,0.0028089887640449437,0.0,,,6
1574,MBNL1,1,test,2.8834999,0.0012626213,0.09010052,3314.6903778443234,21.73327855074969,174.32873585699116,2.331657,0.0030199671,0.08408221,0.0,0.0056179775280898875,0.0,,,5
1575,RALY,1,test,3.6695576,0.0015997423,0.114662506,3312.615790958624,21.69217793088707,174.22305355478366,2.4714797,0.0026223392,0.08914328,0.0,0.0056179775280898875,0.0,,,4
1576,TMEM208,0,test,5.669451,0.0016015802,0.17716311,3338.457090724649,22.06929467509275,175.5561356282612,2.5835466,0.0026964378,0.09318671,0.0,0.0028089887640449437,0.0,,,7
1577,SEPTIN12,0,test,3.1096127,0.0013755148,0.09716567,3330.4124794972813,22.01751556092961,175.13292552481843,2.6334953,0.0028232243,0.09498613,0.0,0.008426966292134831,0.0,,,8
1578,PRR12,0,test,3.7533205,0.001776438,0.117277816,3313.278659057322,21.828002348323636,174.2414951430184,2.3498495,0.0030836065,0.0847368,0.0,0.0028089887640449437,0.0,,,5
1579,GRP,1,test,2.2874157,0.0007310755,0.071478,3364.454865611261,22.386043575250756,176.90498069744058,2.552743,0.0031381727,0.09206071,0.0,0.011235955056179775,0.0,,,3
1580,KLHL42,1,test,3.989477,0.0016275228,0.12466054,3366.896383002082,21.19009810474546,177.1825380892566,2.4477043,0.0024176163,0.088290825,0.0,0.05898876404494382,0.0,,,6
1581,HSD17B12,1,test,4.7571793,0.0012056154,0.14865696,3323.114710199287,21.602057217039313,174.79493906491612,2.6817472,0.0020825702,0.09674681,0.0,0.0,0.0,,,8
1582,CEP128,0,test,2.9779623,0.0011480872,0.09305424,3310.8635550426757,21.83261960523648,174.1119147454102,2.4263816,0.0027816857,0.0875103,0.0,0.011235955056179775,0.0,,,6
1583,MARCKS,1,test,2.7254887,0.0013275396,0.08516117,3313.220958410657,21.9775629599871,174.21961145741452,2.6446614,0.002341132,0.09540227,0.0,0.0,0.0,,,6
1584,H2BC14,0,test,2.9057882,0.0007503556,0.09080279,3309.6977360860146,21.494614383927946,174.0917081786706,2.6031117,0.0025189174,0.093897924,0.0,0.011235955056179775,0.0,,,6
1585,PPP2R1A,0,test,4.0369368,0.0012017104,0.12614855,3344.288392468149,21.999248942281742,175.87639793144058,2.588499,0.0029323914,0.093358375,0.0,0.025280898876404494,0.0,,,7
1586,C3ORF70,1,test,2.9451466,0.0011381952,0.09202879,3308.5318358737777,21.539648538976067,174.02387807167375,2.7051196,0.002206905,0.097587645,0.0,0.0,0.0,,,7
1587,NDUFS1,1,test,4.651016,0.0011025979,0.14534009,3320.764011881472,21.553139954915025,174.67544664259276,2.346127,0.002807917,0.08461199,0.0,0.008426966292134831,0.0,,,6
1588,PPP1R3B,1,test,3.1316879,0.001344923,0.097856,3311.943154993924,21.84448625982523,174.16809344345245,2.4125607,0.0027527933,0.087012246,0.0,0.0,0.0,,,7
1589,HYLS1,0,test,2.3902543,0.00061736105,0.0746929,3312.4497199870357,21.753196552154726,174.2065752961084,2.5106802,0.002479032,0.09056244,0.0,0.0,0.0,,,5
1590,TM4SF1,1,test,4.6361656,0.0017576731,0.1448695,3325.5795264413423,21.551097448100286,174.93285274748098,2.7369432,0.0024953212,0.0987294,0.0,0.0028089887640449437,0.0,,,6
1591,GIGYF1,1,test,3.3989747,0.0009955623,0.10621329,3312.063767748743,21.251280346927597,174.24790859578178,2.6103919,0.0021054277,0.094170876,0.0,0.03651685393258427,0.0,,,6
1592,KDM5A,1,test,3.3769407,0.0019177173,0.105511986,3344.9596051788876,22.223765773353136,175.88402610847817,2.632647,0.0028689895,0.09495413,0.0,0.0056179775280898875,0.0,,,5
1593,CENPW,1,test,3.1189573,0.0015600473,0.09745493,3357.062148898051,22.463764529360194,176.5001615078066,2.6006892,0.0032204296,0.09378901,0.0,0.011235955056179775,0.0,,,5
1594,ZNF236,1,test,3.0157216,0.0004793394,0.094240084,3310.7395194115466,21.71114710320139,174.12047887251202,2.6773655,0.0023508423,0.09658251,0.0,0.0,0.0,,,6
1595,NDUFS3,1,test,3.323412,0.001581968,0.103844576,3321.055277448535,21.94729964226297,174.64191828514066,2.587401,0.002821642,0.09332214,0.0,0.0028089887640449437,0.0,,,6
1596,NCALD,1,test,2.716344,0.00046087155,0.0848845,3314.9333760934924,21.506962999494267,174.36977756733754,2.621456,0.0022977924,0.09456573,0.0,0.0,0.0,,,5
1597,KLF14,1,test,4.0177145,0.0010082884,0.12554954,3335.0328238033026,22.186783401181486,175.35839497103836,2.595146,0.0027706802,0.09360326,0.0,0.011235955056179775,0.0013020833333333333,,,5
1598,HLCS,0,test,6.0132093,0.001755286,0.18790461,3310.7264818782223,21.88934734509644,174.09746997277992,2.7267284,0.0022889955,0.0983657,0.0,0.0056179775280898875,0.0,,,4
1599,SPHKAP,1,test,3.8056684,0.0015711589,0.11891676,3371.0658623347435,21.17945783962073,177.4063634136639,2.8256652,0.0014534737,0.10195205,0.0,0.056179775280898875,0.0,,,6
1600,ZZEF1,1,test,3.0140126,0.0010647065,0.09418188,3314.490365161982,21.99771936375693,174.2848799805895,2.6445415,0.002479914,0.09539445,0.0,0.014044943820224719,0.0,,,5
1601,ADGRG4,1,test,4.500064,0.001784978,0.14061566,3321.7891193560376,21.230093110924695,174.76973417070076,2.6914213,0.002006178,0.097097576,0.0,0.05898876404494382,0.0,,,6
1602,SMPDL3A,0,test,2.8346431,0.0015697285,0.08856869,3310.554400661606,21.751258985347807,174.1055850749587,2.352747,0.0031520426,0.08483891,0.0,0.011235955056179775,0.0,,,7
1603,PIP5K1A,0,test,4.8004994,0.0015682998,0.1500074,3319.242731087744,21.94153639310914,174.5458220721464,2.347432,0.0031448037,0.08464725,0.0,0.0028089887640449437,0.0013020833333333333,,,7
1604,GRM4,1,test,3.2167213,0.0015386681,0.10051076,3316.848540835223,21.913382146713502,174.42147032074135,2.5892534,0.0026813403,0.09339315,0.0,0.0056179775280898875,0.0,,,4
1605,ADM5,0,test,4.310267,0.0015826984,0.13468654,3378.8605229523123,22.205731592407925,177.6971668508565,2.587629,0.0031375599,0.093320295,0.0,0.03651685393258427,0.0,,,4
1606,ENPP6,0,test,3.475322,0.0012466931,0.10859665,3319.445293866152,21.927625922930115,174.55839032891407,2.250908,0.0030534624,0.081165224,0.0,0.0056179775280898875,0.0,,,5
1607,ZNF747,0,test,3.3899717,0.0018598975,0.105920285,3331.3100022510307,21.502901100209385,175.24477999614578,2.7258677,0.0021883592,0.098336935,0.0,0.0056179775280898875,0.0,,,6
1608,EPC2,1,test,3.0226948,0.0014491618,0.094448105,3321.64001022437,22.00954276437034,174.66532079954908,2.4380212,0.0029894363,0.087923706,0.0,0.008426966292134831,0.0,,,4
1609,RNF138,1,test,5.0564084,0.002186704,0.15799764,3319.2348436111497,21.828394566474778,174.5595861927395,2.477134,0.0027728945,0.089342855,0.0,0.0028089887640449437,0.0,,,6
1610,FGFR4,1,test,3.3502955,0.0017625815,0.104681894,3346.9412018203793,22.359608631918547,175.97267776220752,2.5480914,0.0031462833,0.09189248,0.0,0.0056179775280898875,0.0,,,5
1611,CTBP1,1,test,3.116926,0.0012987108,0.09739528,3309.9096885897998,21.734146976902597,174.0732871221601,2.6191933,0.002455286,0.094480105,0.0,0.0056179775280898875,0.0,,,5
1612,PCDH11Y,0,test,3.8748565,0.0020898052,0.12107122,3314.388580640374,21.62522423064422,174.32605499693,2.6035953,0.0023810216,0.09391897,0.0,0.0028089887640449437,0.0,,,7
1613,AFF3,1,test,3.452424,0.0010698884,0.10788295,3342.970049010822,21.83096247851867,175.82695767484705,2.4551306,0.0030615607,0.088538975,0.0,0.014044943820224719,0.0,,,4
1614,GAA,1,test,3.2892244,0.0014180061,0.10277848,3312.77076495679,21.795342625627793,174.21845533094367,2.2817154,0.0029190977,0.08228255,0.0,0.0028089887640449437,0.0,,,3
1615,SYF2,0,test,4.90626,0.0022185622,0.15330456,3343.9532137459696,22.291988741866213,175.82162686400855,2.431576,0.0031960139,0.087683715,0.0,0.011235955056179775,0.0,,,4
1616,NPEPL1,0,test,2.9121685,0.00095233996,0.09100028,3316.3043346298227,21.453787463542117,174.44953635215523,2.4989672,0.002263881,0.09014529,0.0,0.014044943820224719,0.0,,,6
