rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean,label,label_name,label_source,label_rule,label_version,disease_name,positive_tier,has_ot_gwas_credible_sets,has_ot_clinical_precedence,has_ot_europepmc,has_ot_gene_burden,has_ot_eva,n_ot_evidence_datasources_present,gwas_n_association_mentions,gwas_n_unique_snps,gwas_n_unique_studies,gwas_n_unique_pubmed_ids,gwas_n_unique_regions,gwas_max_pvalue_mlog,gwas_reported_gene_mentions,gwas_has_reported_gene_support,has_gwas_catalog_strict_t2d_mapping
717,MONDO_0005148,direct_only,ENSG00000102081,FMR1,fragile X messenger ribonucleoprotein 1,0.334320171202978,,0.5472040505553671,,,,0.0545449021190426,,,0.0,0.0,,0.0,0.0,0.0,,-0.3651000997602888,0.8022150000000003,0.0,-1.0,-1.0,0.0,,,,,,,,717,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
718,MONDO_0005148,direct_only,ENSG00000162702,ZNF281,zinc finger protein 281,0.3339575811034692,,0.5493348624802181,,,,,-0.9934914506343078,,0.0,0.0,,0.0,0.0,0.0,,-0.2500182781049823,0.7374299999999998,0.0,-1.0,0.5,0.0,,,,,,,,718,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,8.301029995663981,0,0,1
719,MONDO_0005148,direct_only,ENSG00000104763,ASAH1,N-acylsphingosine amidohydrolase 1,0.3338405264983789,,0.5147435701559318,,,,0.6879749277446425,0.6351902923331494,,1.0,0.0,,1.0,0.0,1.0,,-0.9274919477528492,0.0,0.0,-1.0,0.5,0.0,,,,,,,,719,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,8.698970004336019,1,1,1
720,MONDO_0005148,direct_only,ENSG00000011028,MRC2,mannose receptor C-type 2,0.3336590827182707,,0.5469525150432388,,,,0.037826805184723,-0.6730281301709873,,0.0,0.0,,0.0,0.0,0.0,,,0.5402299999999997,0.0,0.0,-1.0,0.0,,,,,,,,720,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
721,MONDO_0005148,direct_only,ENSG00000123200,ZC3H13,zinc finger CCCH-type containing 13,0.3333689607028372,,0.5465428342241165,,,,0.0364758478566972,-0.8198565912851628,,0.0,0.0,,0.0,0.0,0.0,,-0.1560163839918119,0.2869999999999997,,-1.0,-1.0,0.0,,,,,,,,721,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,1,14.522878745280336,0,0,1
722,MONDO_0005148,direct_only,ENSG00000186088,GSAP,gamma-secretase activating protein,0.3332883379957683,,0.5482340083857552,,,,,0.3887479316050743,,0.0,0.0,,1.0,0.0,0.0,,,0.0,,-1.0,-1.0,0.0,,,,,,,,722,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,2,1,9.0,0,0,1
723,MONDO_0005148,direct_only,ENSG00000159210,SNF8,SNF8 subunit of ESCRT-II,0.3332071258042404,,0.5464286108039536,,,,0.0334361938686391,-0.1994484280198566,,0.0,0.0,,0.0,0.0,0.0,,-0.5055829510709,0.9224800000000002,,-1.0,-1.0,-1.0,,,,,,,,723,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
724,MONDO_0005148,direct_only,ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4,0.3328878667163939,,0.5203235471548455,,,,0.5450343277073028,-0.8747931605074462,,0.0,0.0,,0.0,0.0,0.0,,-0.2829321526572181,0.8035699999999999,-0.1160724999999999,-1.0,-1.0,0.0,,,,,,,,724,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,9.30102999566398,0,0,1
725,MONDO_0005148,direct_only,ENSG00000206560,ANKRD28,ankyrin repeat domain 28,0.3327164142129428,,0.547293237190954,,,,,-0.7356867071152786,,0.0,0.0,,0.0,0.0,0.0,,-0.0114538181983597,0.7368400000000002,-0.0674049999999999,-1.0,-1.0,0.0,,,,,,,,725,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,10.30102999566398,0,0,1
726,MONDO_0005148,direct_only,ENSG00000169744,LDB2,LIM domain binding 2,0.3326197456518696,,0.5471342247483323,,,,,-0.7569773855488141,,0.0,0.0,,0.0,1.0,0.0,,,0.8793550000000003,-0.4302949999999999,0.0,-1.0,0.0,,,,,,,,726,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
727,MONDO_0005148,direct_only,ENSG00000128610,FEZF1,FEZ family zinc finger 1,0.332256993453125,,0.5416740785454041,,,,0.0972689276178593,-0.7728626585769443,,0.0,0.0,,0.0,0.0,0.0,,-0.7740092416924427,0.7157899999999998,0.0,0.5,0.5,0.0,,,,,,,,727,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
728,MONDO_0005148,direct_only,ENSG00000001626,CFTR,CF transmembrane conductance regulator,0.3321248856726407,,0.5303786435438478,,,,0.3188314822981228,0.3204633204633205,1.0,1.0,1.0,255.0,1.0,1.0,0.0,1.0,-0.9646773965076628,0.0,0.0,0.0,0.5,0.0,,,,,,,,728,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
729,MONDO_0005148,direct_only,ENSG00000185053,SGCZ,sarcoglycan zeta,0.3320056086477423,,0.5461240160098706,,,,,0.5442912300055158,,0.0,0.0,,0.0,1.0,0.0,,,0.7596150000000002,0.0,1.0,0.5,0.0,,,,,,,,729,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,5,5,4,3,1,11.69897000433602,1,1,1
730,MONDO_0005148,direct_only,ENSG00000170967,DDI1,DDI proteasomal shuttling factor 1,0.3320008279722485,,0.5461161521616947,,,,,0.5478212906784334,,0.0,0.0,,0.0,,,,,0.0656550000000002,-0.2803025000000002,1.0,1.0,0.0,,,,,,,,730,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
731,MONDO_0005148,direct_only,ENSG00000153707,PTPRD,protein tyrosine phosphatase receptor type D,0.3319810233960339,,0.5099031682521035,,,,0.723608137710825,-0.9538885824600112,,0.0,0.0,,0.0,0.0,0.0,,-0.589281896271436,0.90586,-0.3070074999999999,0.0,0.5,0.0,,,,,,,,731,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,4,4,4,2,10.221848749616356,2,1,1
732,MONDO_0005148,direct_only,ENSG00000133812,SBF2,SET binding factor 2,0.3318209503527531,,0.5458202671362905,,,,,-0.5797021511307225,,0.0,0.0,,0.0,0.0,0.0,,-0.6381777736185498,0.6944299999999999,0.0,0.0,-1.0,0.0,,,,,,,,732,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,4,3,3,2,1,11.522878745280336,0,0,1
733,MONDO_0005148,direct_only,ENSG00000187098,MITF,melanocyte inducing transcription factor,0.3315199557192993,,0.5433493787274772,,,,0.0395155018447553,-0.7072255929398786,,0.0,0.0,,1.0,0.0,0.0,,-0.900863007354471,0.724335,0.0,-1.0,-1.0,0.0,,,,,,,,733,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,21.69897000433602,0,0,1
734,MONDO_0005148,direct_only,ENSG00000141655,TNFRSF11A,TNF receptor superfamily member 11a,0.3312351000116021,,0.5351671974759397,,,,0.193787806691821,-0.1563154991726419,,0.0,0.0,255.0,0.0,1.0,0.0,,-0.7600246500580377,0.0,0.0,0.0,0.5,0.0,,,,,,,,734,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,20.69897000433602,0,0,1
735,MONDO_0005148,direct_only,ENSG00000033800,PIAS1,protein inhibitor of activated STAT 1,0.3311731317322776,,0.5389599309458557,,,,0.1158944750125953,-0.9848869277440706,,0.0,0.0,,0.0,0.0,0.0,,-0.6785513360000736,0.9001550000000001,0.0,-1.0,-1.0,0.0,,,,,,,,735,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
736,MONDO_0005148,direct_only,ENSG00000170035,UBE2E3,ubiquitin conjugating enzyme E2 E3,0.3310963154319991,,0.5437164015190098,,,,0.0182379239283486,-0.7767236624379481,,0.0,0.0,,0.0,0.0,0.0,,,1.0,-0.6256049999999999,-1.0,-1.0,0.0,,,,,,,,736,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
737,MONDO_0005148,direct_only,ENSG00000180772,AGTR2,angiotensin II receptor type 2,0.3310772838640976,,0.5334907621036168,,,,0.2221246025547702,,1.0,1.0,0.0,255.0,1.0,1.0,0.0,0.2,-0.978182844067271,0.586775,0.0,0.5,0.5,0.0,,,,,,,,737,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,1,9.0,2,1,1
738,MONDO_0005148,direct_only,ENSG00000048405,ZNF800,zinc finger protein 800,0.3310365338129353,,0.5430101344974421,,,,0.030396539880581,-0.8399338113623828,,0.0,0.0,,0.0,0.0,0.0,,-0.4233977845227815,0.721385,,-1.0,0.5,0.0,,,,,,,,738,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,46.04575749056068,0,0,1
739,MONDO_0005148,direct_only,ENSG00000101391,CDK5RAP1,CDK5RAP1 mitochondrial tRNA methylthiotransferase,0.3310216698475725,,0.5445055113971162,,,,,0.2022062879205737,,0.0,0.0,,0.0,0.0,0.0,,-0.8589648828536552,0.38671,0.0,-1.0,-1.0,0.0,,,,,,,,739,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,10.154901959985745,0,0,1
740,MONDO_0005148,direct_only,ENSG00000147596,PRDM14,PR/SET domain 14,0.3306524042539789,,0.5419983137926004,,,,0.0379956748507263,-0.6490899062327633,,0.0,0.0,,0.0,0.0,0.0,,-0.6368087056077187,0.0,0.0,,,0.0,,,,,,,,740,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,21.39794000867204,0,0,1
741,MONDO_0005148,direct_only,ENSG00000120278,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,0.3305711889314695,,0.54376450449654,,,,,-0.5811362382790954,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,-1.0,0.5,0.0,,,,,,,,741,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,20.69897000433602,0,0,1
742,MONDO_0005148,direct_only,ENSG00000138622,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,0.329938869386309,,0.540558713643308,,,,0.0364758478566972,-0.6077220077220078,,1.0,0.0,,1.0,1.0,0.0,1.0,-0.8289591821393918,0.7547800000000002,0.0,0.5,0.75,0.0,,,,,,0.0153846370166648,1.0,742,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,0,0,0,0,0,,0,0,0
743,MONDO_0005148,direct_only,ENSG00000153879,CEBPG,CCAAT enhancer binding protein gamma,0.3296408267323822,,0.542234129324329,,,,,0.1867622724765583,,0.0,0.0,,0.0,0.0,0.0,,-0.4911025893161327,0.5666649999999998,0.0,-1.0,-1.0,0.0,,,,,,,,743,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
744,MONDO_0005148,direct_only,ENSG00000183347,GBP6,guanylate binding protein family member 6,0.329487423013001,,0.5404619648603382,,,,0.030396539880581,0.1510204081632653,,0.0,0.0,,0.0,0.0,0.0,,,0.0,-0.2338075,0.5,1.0,0.0,,,,,,,,744,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,17.69897000433602,0,0,1
745,MONDO_0005148,direct_only,ENSG00000136531,SCN2A,sodium voltage-gated channel alpha subunit 2,0.3294127571861602,,0.5289793459284843,,,,0.2575925262067525,-0.9755102040816328,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.7879993830187495,0.9052349999999996,-0.6920200000000001,0.5,1.0,0.0,,,,,,,,745,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,9.69897000433602,0,0,1
746,MONDO_0005148,direct_only,ENSG00000137413,TAF8,TATA-box binding protein associated factor 8,0.3291517096726891,,0.5395762243169239,,,,0.0370668916877085,0.7734142305570877,,0.0,0.0,,0.0,0.0,0.0,,-0.6972099281613636,0.7258049999999997,,-1.0,-1.0,-1.0,,,,,,,,746,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
747,MONDO_0005148,direct_only,ENSG00000066735,KIF26A,kinesin family member 26A,0.32898352568578,,0.5399370574183524,,,,0.0243172319044648,0.1747380033094319,,0.0,0.0,,0.0,1.0,0.0,,-0.7477295117070282,0.0,0.0,0.0,-1.0,0.0,,,,,,,,747,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
748,MONDO_0005148,direct_only,ENSG00000101463,SYNDIG1,synapse differentiation inducing 1,0.328885907106237,,0.540992343862709,,,,,0.4444567015995586,,0.0,0.0,,0.0,0.0,0.0,,,0.6511650000000003,0.0,0.0,0.5,0.0,,,,,,,,748,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,22.154901959985743,0,0,1
749,MONDO_0005148,direct_only,ENSG00000168214,RBPJ,recombination signal binding protein for immunoglobulin kappa J region,0.3284168927097246,,,0.5372740751224075,,,0.0589355134351265,-0.9115278543849972,,0.0,0.0,,1.0,0.0,0.0,,-0.9565118371010356,0.9486649999999998,0.0,-1.0,-1.0,0.0,,,,,,,,749,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,0,0,1,0,1,2,0,0,0,0,0,,0,0,0
750,MONDO_0005148,direct_only,ENSG00000154237,LRRK1,leucine rich repeat kinase 1,0.3283928392523447,,0.5401812846832277,,,,,-0.5308328736900165,,0.0,0.0,,0.0,0.0,0.0,,-0.7124425540728124,0.4416849999999996,0.0,0.0,-1.0,0.0,,,,,,,,750,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
751,MONDO_0005148,direct_only,ENSG00000101639,CEP192,centrosomal protein 192,0.328301486333161,,0.5400310160678808,,,,,-0.5557639271924986,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,-1.0,,,,,,,,751,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
752,MONDO_0005148,direct_only,ENSG00000106392,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1",0.3278079135820157,,0.5361794723826988,,,,0.0607930797611621,-0.5816878102592389,,0.0,0.0,,0.0,0.0,0.0,,-0.9209297963468196,0.4628100000000003,0.0,-1.0,-1.0,0.0,,,,,,,,752,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,2,9.0,0,0,1
753,MONDO_0005148,direct_only,ENSG00000186510,CLCNKA,chloride voltage-gated channel Ka,0.3278068874862898,,0.5392174385212024,,,,,-0.0165471594043022,,0.0,1.0,,0.0,1.0,0.0,,-0.9657944869526758,0.1266399999999997,-0.7816600000000001,0.0,1.0,0.0,,,,,,,,753,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
754,MONDO_0005148,direct_only,ENSG00000121653,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,0.3277496507337762,,0.4147908915935289,0.1945378552357187,,,0.3010622452027467,-0.8108108108108107,,0.0,0.0,,0.0,1.0,0.0,,-0.8704540625647533,0.6694800000000001,0.0,-1.0,0.75,0.0,,,0.3039653988058105,0.3039653988058105,,,,754,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,1,5,1,1,1,1,1,8.397940008672037,0,0,1
755,MONDO_0005148,direct_only,ENSG00000177732,SOX12,SRY-box transcription factor 12,0.3277369133971199,,0.5391023364578675,,,,,-0.1364589078874792,,0.0,0.0,,0.0,0.0,0.0,,,0.7460299999999996,0.0,-1.0,-1.0,0.0,,,,,,,,755,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,9.0,0,0,1
756,MONDO_0005148,direct_only,ENSG00000153214,TMEM87B,transmembrane protein 87B,0.3274577935512679,,0.5386432055058766,,,,,0.5426365140650855,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4144150000000003,0.0,-1.0,-1.0,0.0,,,,,,,,756,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,1,1,8.522878745280337,0,0,1
757,MONDO_0005148,direct_only,ENSG00000106829,TLE4,"TLE family member 4, transcriptional corepressor",0.3272589717174433,,0.5311887611282284,,,,0.1425479511633049,-0.9742967457253172,,0.0,0.0,,0.0,0.0,0.0,,-0.8751405379068952,0.9805950000000004,-0.65718,-1.0,0.5,0.0,,,,,,,,757,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,5.096910013008056,10,1,1
758,MONDO_0005148,direct_only,ENSG00000182218,HHIPL1,HHIP like 1,0.3270073906166778,,0.5363824998849387,,,,0.030396539880581,0.2580253723110866,,0.0,0.0,,0.0,0.0,1.0,,-0.6822680149119958,0.1176450000000002,0.0,0.0,0.5,0.0,,,,,,,,758,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,9.0,0,0,1
759,MONDO_0005148,direct_only,ENSG00000276644,DACH1,dachshund family transcription factor 1,0.3266526282034286,,0.5333555674559536,,,,0.0792640438285951,-0.8265857694429123,,0.0,0.0,,0.0,0.0,0.0,,-0.6467190401327468,0.7733699999999999,0.0,0.0,0.5,0.0,,,,,,,,759,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
760,MONDO_0005148,direct_only,ENSG00000101746,NOL4,nucleolar protein 4,0.3266206611844326,,0.5372661863284898,,,,,-0.8659680088251517,,0.0,0.0,,0.0,0.0,0.0,,-0.1250770947412433,0.7257049999999999,0.0,0.5,0.5,0.0,,,,,,,,760,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,3,3,3,1,8.522878745280337,1,1,1
761,MONDO_0005148,direct_only,ENSG00000137809,ITGA11,integrin subunit alpha 11,0.3265648574265724,,0.534134739396104,,,,0.0607930797611621,-0.2080529509100938,,0.0,0.0,,0.0,0.0,0.0,,-0.6635948936507757,0.5117849999999997,0.0,0.0,0.5,0.0,,,,,,,,761,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,21.69897000433602,0,0,1
762,MONDO_0005148,direct_only,ENSG00000277443,MARCKS,myristoylated alanine rich protein kinase C substrate,0.3264852605508853,,0.5370434625676945,,,,,0.8903474903474904,,0.0,0.0,,0.0,1.0,0.0,0.2,-0.6986491864278396,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,762,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
763,MONDO_0005148,direct_only,ENSG00000112530,PACRG,parkin coregulated,0.3264432692501366,,0.534694649575449,,,,0.0455948098208715,0.5129619415333702,,0.0,0.0,,0.0,0.0,0.0,,-0.0504556684721493,0.3190649999999998,0.0,0.0,0.5,0.0,,,,,,,,763,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
764,MONDO_0005148,direct_only,ENSG00000110628,SLC67A1,solute carrier family 67 member 1,0.3263838106103353,,0.5334569743823331,,,,0.0683922147313073,0.5717595146166574,,0.0,0.0,,0.0,1.0,0.0,,-0.3074028175658705,0.0,,0.0,0.5,,,,,,,,,764,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,7.0,0,0,1
765,MONDO_0005148,direct_only,ENSG00000163281,GNPDA2,glucosamine-6-phosphate deaminase 2,0.3261714351894917,,0.523411403973297,,,,0.2623167940927648,0.6110314396028682,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.8550699999999999,-0.6829699999999999,-1.0,-1.0,0.0,,,,,,,,765,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
766,MONDO_0005148,direct_only,ENSG00000180053,NKX2-6,NK2 homeobox 6,0.3260312770753055,,0.5362966942227392,,,,,0.7867622724765582,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.75,,,,,,,,,766,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,8.522878745280337,0,0,1
